"TIME","GEO","SPECIES","PRES","DEST","UNIT","NATVESSR","Value","Flag and Footnotes"
"2000","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","3,214,913",""
"2000","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,346",""
"2000","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","2,389",""
"2000","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","811,662",""
"2000","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","782",""
"2000","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,038",""
"2000","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,439,066",""
"2000","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","450",""
"2000","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","3,198",""
"2000","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","4,860,799",""
"2000","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","22,953",""
"2000","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","212",""
"2000","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","3,189,140",""
"2000","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","1,089",""
"2000","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","2,928",""
"2000","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","1,515,849",""
"2000","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","437",""
"2000","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","3,470",""
"2000","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","42,138",""
"2000","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","423",""
"2000","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","100",""
"2000","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","15,714,643",""
"2001","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","34,538",""
"2001","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","455",""
"2001","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","15,714,643",""
"2001","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","34,538",""
"2001","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","455",""
"2001","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","6,626,093",""
"2001","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,366",""
"2001","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,800",""
"2001","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","15,714,643",""
"2001","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","34,538",""
"2001","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","455",""
"2001","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","15,714,643",""
"2001","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","34,538",""
"2001","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","455",""
"2001","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,830,349",""
"2001","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,214",""
"2001","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,331",""
"2001","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,830,349",""
"2001","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,214",""
"2001","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,331",""
"2001","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","3,795,744",""
"2001","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,152",""
"2001","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,296",""
"2001","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","3,795,744",""
"2001","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,152",""
"2001","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,296",""
"2001","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","9,088,550",""
"2001","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","32,172",""
"2001","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","282",""
"2001","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total","2,590",""
"2001","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total","1",""
"2001","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total","4,317",""
"2001","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","6,635,243",""
"2001","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","30,517",""
"2001","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","217",""
"2001","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","2,450,716",""
"2001","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","1,655",""
"2001","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","1,481",""
"2001","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total","2,590",""
"2001","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total","1",""
"2001","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total","4,317",""
"2001","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","2,450,716",""
"2001","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,655",""
"2001","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","1,481",""
"2001","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","997,668",""
"2001","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","803",""
"2001","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,243",""
"2001","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,832,681",""
"2001","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","412",""
"2001","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","4,453",""
"2001","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","6,609,322",""
"2001","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","30,247",""
"2001","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","219",""
"2001","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,710,930",""
"2001","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","817",""
"2001","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","3,319",""
"2001","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","1,084,814",""
"2001","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","335",""
"2001","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","3,238",""
"2001","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","25,920",""
"2001","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","270",""
"2001","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","96",""
"2001","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2001","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2001","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2001","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","27,935,745",""
"2002","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","30,211",""
"2002","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","925",""
"2002","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","27,935,745",""
"2002","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","30,211",""
"2002","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","925",""
"2002","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","6,923,067",""
"2002","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,715",""
"2002","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,550",""
"2002","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","27,935,745",""
"2002","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","30,211",""
"2002","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","925",""
"2002","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","27,935,745",""
"2002","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","30,211",""
"2002","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","925",""
"2002","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,739,369",""
"2002","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,492",""
"2002","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,836",""
"2002","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,739,369",""
"2002","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,492",""
"2002","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,836",""
"2002","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","4,183,698",""
"2002","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,223",""
"2002","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,420",""
"2002","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","4,183,698",""
"2002","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,223",""
"2002","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,420",""
"2002","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","21,012,678",""
"2002","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","27,495",""
"2002","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","764",""
"2002","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total","1,020",""
"2002","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total","2",""
"2002","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total","680",""
"2002","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","19,083,008",""
"2002","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","25,744",""
"2002","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","741",""
"2002","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","1,928,650",""
"2002","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","1,749",""
"2002","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","1,102",""
"2002","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total","1,020",""
"2002","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total","2",""
"2002","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total","680",""
"2002","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","1,928,650",""
"2002","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,749",""
"2002","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","1,102",""
"2002","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","1,026,713",""
"2002","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","885",""
"2002","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,160",""
"2002","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,712,656",""
"2002","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","607",""
"2002","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","2,822",""
"2002","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","19,019,575",""
"2002","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","25,272",""
"2002","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","753",""
"2002","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","3,334,827",""
"2002","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","931",""
"2002","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","3,581",""
"2002","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","848,871",""
"2002","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","292",""
"2002","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","2,906",""
"2002","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","63,433",""
"2002","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","472",""
"2002","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","134",""
"2002","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2002","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2002","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2002","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","13,471,283",""
"2003","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","23,571",""
"2003","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","572",""
"2003","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","13,471,283",""
