"Year","Species","Metric.Tons","Pounds","LandedValue"
1973,"GARS",135.9,299600,33148
1973,"GOATFISHES",38.2,84200,25560
1973,"GOOSEFISH",285.5,629400,68892
1973,"GRENADIERS",32.1,70800,3542
1973,"GROUPER, GOLIATH",109.9,242200,27630
1973,"GROUPER, WARSAW",80.4,177200,35665
1973,"GROUPERS",2812.3,6200000,1836005
1973,"GRUNTS",139.9,308500,59075
1973,"HADDOCK",3769.4,8310100,3159309
1973,"HAKE, PACIFIC (WHITING)",1176.9,2594600,42902
1973,"HAKE, RED",1222.1,2694200,198209
1973,"HAKE, SILVER",19284.4,42514300,3384468
1973,"HAKE, WHITE",2500.5,5512700,650150
1973,"HALFMOON",5.4,11800,3355
1973,"HALIBUT, ATLANTIC",87.5,193000,189175
1973,"HALIBUT, CALIFORNIA",124,273300,159712
1973,"HALIBUT, PACIFIC",11939.4,26321600,18327296
1973,"HARVESTFISH",100,220400,57041
1973,"HERRING, ATLANTIC",26245.3,57860400,1667332
1973,"HERRING, ATLANTIC THREAD",2120,4673800,211893
1973,"HERRING, PACIFIC",20245.7,44633600,4009548
1973,"HERRING, PACIFIC, ROE ON KELP",139,306400,153179
1973,"HOGCHOKER",1.8,4000,80
1973,"HOGFISH",8.1,17900,5533
1973,"INCONNU",1.9,4200,1300
1973,"JACK MACKEREL",9405.7,20735900,1027655
1973,"JACK, CREVALLE",1153.3,2542500,143059
1973,"KING WHITING",1567.2,3455000,477036
1973,"LADYFISH",692.3,1526200,76833
1973,"LAMPREY, SEA",0.1,200,17
1973,"LAUNCE, AMERICAN SAND",21.8,48000,11510
1973,"LEATHERJACKETS",28.6,63100,6920
1973,"LINGCOD",3800.5,8378500,874773
1973,"LOBSTER, AMERICAN",13151.3,28993400,41585884
1973,"LOBSTER, CALIFORNIA SPINY",105.8,233200,397208
1973,"LOBSTER, CARIBBEAN SPINY",5077.7,11194200,11683515
1973,"LOBSTER, SLIPPER",2.4,5400,3743
1973,"MACKEREL, ATLANTIC",2028.7,4472500,539407
1973,"MACKEREL, CHUB",59.9,132100,41850
1973,"MACKEREL, FRIGATE",19,41900,3930
1973,"MACKEREL, KING AND CERO",2709.5,5973400,2148092
1973,"MACKEREL, SPANISH",4438,9784100,1582713
1973,"MENHADEN",856168.3,1887508700,75117953
1973,"MOJARRAS",165.6,365000,41465
1973,"MUDSUCKER, LONGJAW",2.8,6100,10433
1973,"MULLET, STRIPED (LIZA)",15495.3,34160900,3578035
1973,"MULLET, WHITE",365.8,806500,103458
1973,"MULLETS",1.2,2600,1040
1973,"MUSSEL, BLUE",547.4,1206700,340012
1973,"NEEDLEFISH, ATLANTIC",0.5,1200,186
1973,"OCTOPUS",42.3,93200,14469
1973,"OPALEYE",10.7,23500,4332
1973,"OYSTER, EASTERN",20562.8,45332700,32925861
1973,"OYSTER, OLYMPIA",9.9,21800,117722
1973,"OYSTER, PACIFIC",2982.8,6575900,5944115
1973,"PADDLEFISH",1.7,3700,362
1973,"PERCH, WHITE",688.7,1518200,327829
1973,"PERCH, YELLOW",22.5,49600,9286
1973,"PERIWINKLES",12.7,27900,28392
1973,"PERMIT",32,70500,13534
1973,"PIGFISH",70.3,155000,11717
1973,"POLLOCK",6688.2,14744800,1543452
1973,"POLLOCK, WALLEYE",49.6,109300,7922
1973,"POMPANO, FLORIDA",631,1391000,1555990
1973,"PUFFER, NOTHERN",9.4,20800,2527
1973,"REDFISH, ACADIAN",24347.7,53677000,4131535
1973,"ROCKFISH, PACIFIC OCEAN PERCH",2915.7,6428000,549510
1973,"ROCKFISHES",18235.4,40201700,3688721
1973,"RUNNER, BLUE",674,1485800,96042
1973,"SABLEFISH",5609.2,12366000,1400069
1973,"SACRAMENTO BLACKFISH",137.4,303000,212064
1973,"SALMON, ATLANTIC",0,100,94
1973,"SALMON, CHINOOK",16325.6,35991500,30863265
1973,"SALMON, CHUM",23884.1,52654900,22474158
1973,"SALMON, COHO",14907.7,32865600,25753885
1973,"SALMON, PINK",22418.7,49424300,17924966
1973,"SALMON, SOCKEYE",23001.6,50709300,30533504
1973,"SAND PERCH",144.9,319400,52271
1973,"SANDWORMS",468.4,1032700,1167582
1973,"SARDINE, PACIFIC",68.8,151600,26731
1973,"SARDINE, SPANISH",69.9,154100,9242
1973,"SAWFISH, SMALLTOOTH",0,100,7
1973,"SCADS",235.5,519200,79459
1973,"SCALLOP, BAY",459.8,1013700,2024650
1973,"SCALLOP, CALICO",253.1,557900,355812
1973,"SCALLOP, SEA",2399.3,5289600,9485411
1973,"SCALLOP, WEATHERVANE",503.2,1109400,1331286
1973,"SCALLOPS",0.2,500,53
1973,"SCULPINS",0.2,500,1832
1973,"SCUPS OR PORGIES",5021.1,11069600,3103561
1973,"SEA BASS, BLACK",1650.4,3638500,1130084
1973,"SEA BASS, GIANT",41.2,90900,30507
1973,"SEA CATFISHES",160,352700,30260
1973,"SEA CUCUMBER",1.6,3600,900
1973,"SEA URCHINS",1698.4,3744300,293820
1973,"SEABASS, WHITE",367,809000,474991
1973,"SEAROBINS",96.3,212200,6053
1973,"SEATROUT, SAND",918.7,2025300,155068
1973,"SEATROUT, SPOTTED",3973.1,8759000,2947162
1973,"SEAWEED, IRISH MOSS",885.4,1952000,59900
1973,"SEAWEED, KELP",138873.3,306160000,4702618
1973,"SHAD, AMERICAN",2163.2,4769000,942262
1973,"SHAD, GIZZARD",132.9,292900,5212
1973,"SHAD, HICKORY",68.9,151800,14924
1973,"SHARK, DOGFISH",95.9,211400,12511
1973,"SHARK, SOUPFIN",0.1,300,15
1973,"SHARKS",391.5,863100,106433
1973,"SHEEPHEAD, CALIFORNIA",1.4,3000,473
1973,"SHEEPSHEAD",750.5,1654500,153316
1973,"SHELLFISH",0.3,600,89
1973,"SHRIMP, BAY",93.2,205500,225225
1973,"SHRIMP, GHOST",203.6,448900,126772
1973,"SHRIMP, MARINE, OTHER",103194.5,227502700,204146109
1973,"SHRIMP, OCEAN",14078.5,31037500,6506357
1973,"SHRIMP, PENAEID",54875.6,120978800,9521024
1973,"SILVERSIDES",214.9,473800,72225
1973,"SKATES",166.6,367300,22259
1973,"SMELT, EULACHON",1265.8,2790600,282412
1973,"SMELT, RAINBOW",60.4,133200,51454
1973,"SMELTS",527.5,1162900,114316
1973,"SNAILS (CONCHS)",432,952400,283265
1973,"SNAPPER, GRAY",305,672400,244140
1973,"SNAPPER, LANE",16.2,35700,11663
1973,"SNAPPER, MUTTON",248.8,548500,342476
1973,"SNAPPER, RED",3879.9,8553600,5205144
1973,"SNAPPER, VERMILION",120.5,265600,174235
1973,"SNAPPER, YELLOWTAIL",427.6,942600,581208
1973,"SNAPPERS",2.9,6300,3043
1973,"SOLE, DOVER",12898.8,28436700,2871616
1973,"SOLE, ENGLISH",3957,8723500,1068098
1973,"SOLE, PETRALE",3300,7275200,1301343
1973,"SOLE, REX",1429.4,3151200,380124
1973,"SOLE, SAND",354.8,782300,130973
1973,"SOLES",433.8,956400,115125
1973,"SPADEFISHES",0.6,1400,79
1973,"SPONGE, GRASS",3.4,7500,16870
1973,"SPONGE, SHEEPSWOOL",4.1,9100,76812
1973,"SPONGE, YELLOW",2.5,5500,15216
1973,"SPOT",4908.8,10821900,1462331
1973,"SQUIDS",7294,16080300,1226865
1973,"STURGEONS",339.9,749300,132523
1973,"SUCKERS",4.4,9700,723
1973,"SUNFISHES",7.1,15600,993
1973,"SURFPERCHES",62.6,137900,38428
1973,"SWORDFISH",684,1507900,2045346
1973,"TAUTOG",68.4,150800,11261
1973,"TILAPIAS",365.2,805100,96612
1973,"TILEFISH, GOLDEN",416.1,917400,291251
1973,"TRIPLETAIL",3.4,7500,716
1973,"TROUT, RAINBOW",295.7,651900,215913
1973,"TUNA, ALBACORE",18127.6,39964200,16261038
1973,"TUNA, BLUEFIN",1450.4,3197500,1037660
1973,"TUNA, BLUEFIN PACIFIC",9279.9,20458500,4786961
1973,"TUNA, LITTLE TUNNY",6.1,13500,1436
1973,"TUNA, SKIPJACK",13699.9,30202700,6803550
1973,"TUNA, YELLOWFIN",109465.8,241328200,58034757
1973,"TUNAS",0.1,300,45
1973,"TURTLE, GREEN SEA",15.6,34300,9045
1973,"TURTLE, LOGGERHEAD SEA",20,44000,5197
1973,"TURTLE, SLIDERS",0.2,500,53
1973,"TURTLE, SNAPPING",109.5,241400,61022
1973,"TURTLE, SOFT-SHELL",60.5,133400,15342
1973,"TURTLE, TERRAPIN",2.4,5400,2967
1973,"TURTLES",0.2,500,32
1973,"WAHOO",6.8,15000,5219
1973,"WEAKFISH",7449.2,16422600,2018922
1973,"WHITEFISH, OCEAN",2.8,6100,1427
1973,"WOLFFISH, ATLANTIC",299.2,659700,41168
1973,"YELLOWTAIL JACK",106.9,235700,38364
1974,"ABALONES",235.4,519000,1298781
1974,"ALEWIFE",11259.4,24822500,850790
1974,"AMBERJACK",42.3,93200,8149
1974,"ANCHOVIES",80168.5,176739500,14734332
1974,"ANGELFISHES",5,11100,974
1974,"ARCTIC CHAR",46.5,102500,32789
1974,"BALLYHOO",177.7,391800,83364
1974,"BARRACUDAS",16.7,36800,18840
1974,"BASS, STRIPED",5013.2,11052000,3351425
1974,"BLACKSMITH",11.2,24600,1235
1974,"BLOODWORMS",323.1,712300,1569823
1974,"BLUEFISH",4781,10540100,1140017
1974,"BONITO, ATLANTIC",92.9,204900,26203
1974,"BONITO, PACIFIC",8535.7,18817900,2512005
1974,"BOWFIN",5.3,11600,346
1974,"BUFFALOFISHES",166.7,367500,54204
1974,"BUTTERFISH",1812.6,3996100,979044
1974,"CARP, COMMON",306.4,675500,60708
1974,"CARPS AND MINNOWS",14.2,31300,3132
1974,"CATFISHES & BULLHEADS",9175.8,20228900,5443949
1974,"CLAM, ATLANTIC JACKKNIFE",0.9,2000,1125
1974,"CLAM, ATLANTIC SURF",43596,96111800,12225352
1974,"CLAM, BUTTER",40.9,90100,34922
1974,"CLAM, MANILA",89.7,197700,126776
1974,"CLAM, OCEAN QUAHOG",380.3,838300,145993
1974,"CLAM, PACIFIC GEODUCK",120.2,265100,66850
1974,"CLAM, PACIFIC LITTLENECK",74.5,164200,172596
1974,"CLAM, PACIFIC RAZOR",77.6,171140,241094
1974,"CLAM, QUAHOG",6447.7,14214600,20284565
1974,"CLAM, SOFTSHELL",4350.4,9591000,8091404
1974,"CLAM, SUNRAY VENUS",3.4,7400,2127
1974,"CLAMS OR BIVALVES",18.4,40500,6884
1974,"COBIA",68.1,150100,17087
1974,"COCKLE, NUTTALL",0.7,1600,1405
1974,"COD, ATLANTIC",26605.6,58654800,11306463
1974,"COD, PACIFIC",4542.1,10013500,1258994
1974,"CRAB, ATLANTIC ROCK",650.8,1434700,139258
1974,"CRAB, BLUE",67664.6,149173300,19258297
1974,"CRAB, BLUE, SOFT AND PEELER",1343.9,2962700,1688545
1974,"CRAB, DEEPSEA RED",664.7,1465500,433400
1974,"CRAB, DUNGENESS",6369.9,14043000,9239337
1974,"CRAB, FLORIDA STONE CLAWS",1175.2,2590900,1899613
1974,"CRAB, GREEN",28.2,62100,10087
1974,"CRAB, HORSESHOE",7.6,16700,2656
1974,"CRAB, JONAH",212.9,469400,135638
1974,"CRAB, KING",43188.7,95213800,39153941
1974,"CRAB, RED PA",63,138900,19875
1974,"CRAB, RED ROCK",283,623800,163646
1974,"CRAB, SNOW/TANNER",28987.6,63906100,13052369
1974,"CRABS ",113.4,250000,41700
1974,"CRAPPIE",1.6,3600,476
1974,"CRAYFISHES OR CRAWFISHES",1735.1,3825200,1292134
1974,"CROAKER, ATLANTIC",10161.4,22401800,2713811
1974,"CROAKER, PACIFIC WHITE",244.9,539800,109987
1974,"CUNNER",0.1,300,13
1974,"CUSK",1341.2,2956800,398437
1974,"DOLPHINFISH",39.9,87900,21973
1974,"DRUM, BLACK",956.3,2108300,292164
1974,"DRUM, FRESHWATER",68,150000,15694
1974,"DRUM, RED",2294.1,5057500,1254974
1974,"EEL, AMERICAN",1387.6,3059200,974582
1974,"EEL, CONGER",107.7,237500,44612
1974,"EELS",0.1,300,17
1974,"FINFISHES, UNC BAIT AND ANIMAL FOOD",70760.6,155998800,3576773
1974,"FINFISHES, UNC FOR FOOD",4074.9,8983500,1506241
1974,"FINFISHES, UNC SPAWN",1,2200,359
1974,"FLATFISH",7457.6,16441100,3580074
1974,"FLOUNDER, ARROWTOOTH",416.8,918800,79574
1974,"FLOUNDER, PACIFIC, SANDDAB",614,1353600,228615
1974,"FLOUNDER, SUMMER",6383.6,14073300,4231095
1974,"FLOUNDER, WINDOWPANE",1.5,3300,194
1974,"FLOUNDER, WINTER",7286,16062700,4022785
1974,"FLOUNDER, WITCH",1860.6,4101800,1357385
1974,"FLOUNDER, YELLOWTAIL",24956.5,55019200,13823211
1974,"FLOUNDER,ATLANTIC,PLAICE",2041.6,4501000,851256
1974,"FLYINGFISHES",33,72700,18181
1974,"FROGS",6.9,15300,11084
1974,"GARS",115.9,255500,29352
1974,"GOATFISHES",29.2,64300,22735
1974,"GOOSEFISH",416.4,918100,122399
1974,"GRENADIERS",32.7,72000,3601
1974,"GROUPER, GOLIATH",107.3,236600,35083
1974,"GROUPER, WARSAW",80.9,178300,47304
1974,"GROUPERS",3283.5,7238700,2494483
1974,"GRUNTS",131.6,290100,57534
1974,"HADDOCK",3730.9,8225100,3023292
1974,"HAKE, PACIFIC (WHITING)",2388.6,5265800,107421
1974,"HAKE, RED",1193.6,2631500,153863
1974,"HAKE, SILVER",13387.1,29513300,2488331
1974,"HAKE, WHITE",3809.1,8397600,770613
1974,"HALFMOON",3.6,8000,2501
1974,"HALIBUT, ATLANTIC",78.9,174000,196985
1974,"HALIBUT, CALIFORNIA",137.2,302400,200664
1974,"HALIBUT, PACIFIC",8140.6,17946700,11804624
1974,"HARVESTFISH",34.5,76100,23549
1974,"HERRING, ATLANTIC",32607.3,71886100,2584788
1974,"HERRING, ATLANTIC THREAD",2349.5,5179800,161296
1974,"HERRING, PACIFIC",25544.2,56314800,3820582
1974,"HERRING, PACIFIC, ROE ON KELP",263.4,580600,220623
1974,"HOGCHOKER",5.6,12400,247
1974,"HOGFISH",7.4,16400,5417
1974,"JACK MACKEREL",11558.7,25482300,1502602
1974,"JACK, CREVALLE",1002.8,2210800,143253
1974,"KING WHITING",1207.8,2662700,360248
1974,"LADYFISH",893.8,1970500,87301
1974,"LAMPREY, SEA",29,63900,9670
1974,"LAUNCE, AMERICAN SAND",12,26400,6088
1974,"LEATHERJACKETS",32.5,71600,8897
1974,"LINGCOD",4029.9,8884300,1263740
1974,"LOBSTER, AMERICAN",12947,28543000,43294695
1974,"LOBSTER, CALIFORNIA SPINY",86.6,191000,365076
1974,"LOBSTER, CARIBBEAN SPINY",4936.7,10883400,13393301
1974,"LOBSTER, SLIPPER",0.8,1800,1705
1974,"MACKEREL, ATLANTIC",1074.3,2368300,383140
1974,"MACKEREL, CHUB",60.7,133900,10898
1974,"MACKEREL, FRIGATE",27.1,59800,4398
1974,"MACKEREL, KING AND CERO",4747.6,10466500,3303887
1974,"MACKEREL, SPANISH",4990.5,11002100,1953425
1974,"MENHADEN",907479.4,2000629100,66949906
1974,"MOJARRAS",136.5,300900,34982
1974,"MUDSUCKER, LONGJAW",2.4,5400,10567
1974,"MULLET, STRIPED (LIZA)",15218.4,33550500,3940777
1974,"MULLET, WHITE",537.8,1185700,137990
1974,"MULLETS",0.4,800,350
1974,"MUSSEL, BLUE",427,941400,333926
1974,"OCTOPUS",52.8,116400,23956
1974,"OPALEYE",4.4,9600,3293
1974,"OYSTER, EASTERN",20469.2,45126500,34802514
1974,"OYSTER, OLYMPIA",9.6,21200,124539
1974,"OYSTER, PACIFIC",2281.1,5028900,5914515
1974,"PERCH, WHITE",614,1353600,280327
1974,"PERCH, YELLOW",32.6,71900,11639
1974,"PERIWINKLES",15.4,33900,31515
1974,"PERMIT",26.5,58400,12323
1974,"PIGFISH",74.3,163800,15511
1974,"POLLOCK",8856.8,19525700,2070114
1974,"POLLOCK, WALLEYE",57.1,125800,8460
1974,"POMPANO, FLORIDA",713.4,1572700,1883463
1974,"PUFFER, NOTHERN",4.5,10000,3311
1974,"QUEENFISH",47.3,104200,28114
1974,"RATFISH SPOTTED",103,227100,4085
1974,"REDFISH, ACADIAN",18818.5,41487200,3348395
1974,"ROCKFISH, PACIFIC OCEAN PERCH",2827.3,6233100,651454
1974,"ROCKFISHES",15979.6,35228600,4361628
1974,"RUNNER, BLUE",333.7,735600,65439
1974,"SABLEFISH",7091,15632800,2128009
1974,"SACRAMENTO BLACKFISH",117,258000,25806
1974,"SALMON, ATLANTIC",0,100,123
1974,"SALMON, CHINOOK",12843.8,28315500,24614726
1974,"SALMON, CHUM",19226.9,42387700,16146865
1974,"SALMON, COHO",19009.4,41908100,28412118
1974,"SALMON, PINK",18182.3,40084600,14322139
1974,"SALMON, SOCKEYE",22125.5,48777800,36758784
1974,"SAND PERCH",124.8,275200,61920
1974,"SANDWORMS",432.1,952500,1106034
1974,"SARDINE, PACIFIC",6.4,14100,884
1974,"SARDINE, SPANISH",357.5,788200,59259
1974,"SAWFISH, SMALLTOOTH",0.6,1300,64
1974,"SCADS",328.9,725000,110313
1974,"SCALLOP, BAY",679.4,1497700,2104902
1974,"SCALLOP, CALICO",513.2,1131300,619127
1974,"SCALLOP, SEA",2728.8,6015900,9266474
1974,"SCALLOP, WEATHERVANE",193.6,426900,655768
1974,"SCALLOPS",0.8,1800,235
1974,"SCULPINS",72.1,158900,62291
1974,"SCUPS OR PORGIES",6968.1,15361900,2812705
1974,"SEA BASS, BLACK",1762.5,3885700,1354314
1974,"SEA BASS, GIANT",36.5,80500,30344
1974,"SEA CATFISHES",161.3,355500,26679
1974,"SEA URCHINS",3245.3,7154500,523580
1974,"SEABASS, WHITE",341.3,752400,456213
1974,"SEAROBINS",124.1,273700,7654
1974,"SEATROUT, SAND",1015.9,2239700,203988
1974,"SEATROUT, SPOTTED",3818.9,8419200,2856046
1974,"SEAWEED, IRISH MOSS",2239,4936000,197440
1974,"SEAWEED, KELP",154387.2,340362000,5227960
1974,"SHAD, AMERICAN",1598.8,3524700,710526
1974,"SHAD, GIZZARD",247.5,545600,9709
1974,"SHAD, HICKORY",43.1,95000,8478
1974,"SHARK, DOGFISH",887.3,1956200,71492
1974,"SHARK, SOUPFIN",0.5,1000,104
1974,"SHARKS",312.4,688800,119278
1974,"SHEEPHEAD, CALIFORNIA",1.7,3700,599
1974,"SHEEPSHEAD",629.5,1387800,131568
1974,"SHELLFISH",28.2,62200,6791
1974,"SHRIMP, BAY",87.8,193500,245790
1974,"SHRIMP, FW ",1.4,3000,1350
1974,"SHRIMP, GHOST",6.6,14600,14656
1974,"SHRIMP, MARINE, OTHER",104696.5,230813800,161956610
1974,"SHRIMP, OCEAN",14499.1,31964700,6669468
1974,"SHRIMP, PACIFIC ROCK",739.7,1630800,233999
1974,"SHRIMP, PENAEID",49428.1,108969100,11393508
1974,"SILVERSIDES",169.1,372800,64088
1974,"SKATES",165.4,364700,27771
1974,"SMELT, EULACHON",1120.8,2470900,184832
1974,"SMELT, RAINBOW",42.8,94300,38024
1974,"SMELTS",321.4,708600,82783
1974,"SNAILS (CONCHS)",821.6,1811200,398972
1974,"SNAPPER, GRAY",326,718700,277013
1974,"SNAPPER, LANE",14.9,32900,11908
1974,"SNAPPER, MUTTON",208.1,458800,271869
1974,"SNAPPER, RED",4102.6,9044500,6137497
1974,"SNAPPER, VERMILION",128,282100,183710
1974,"SNAPPER, YELLOWTAIL",473,1042800,654121
1974,"SNAPPERS",9.5,21000,17406
1974,"SOLE, DOVER",11915.2,26268200,3125484
1974,"SOLE, ENGLISH",3926.7,8656700,1407026
1974,"SOLE, PETRALE",4173.5,9200900,1956632
1974,"SOLE, REX",1418.4,3126900,523968
1974,"SOLE, SAND",371.5,818900,158740
1974,"SOLES",727.2,1603100,258860
1974,"SPADEFISHES",0.8,1700,97
1974,"SPONGE, GRASS",2.2,4900,12970
1974,"SPONGE, SHEEPSWOOL",5.1,11300,99513
1974,"SPONGE, YELLOW",2.6,5700,17416
1974,"SPOT",4681,10319700,1305470
1974,"SQUIDS",15603.3,34399100,2451889
1974,"STURGEONS",353.4,779000,169753
1974,"SUCKERS",3,6700,1290
1974,"SUNFISHES",4.6,10100,812
1974,"SURFPERCHES",56.1,123700,45892
1974,"SWORDFISH",1889.5,4165700,4422869
1974,"TARPON",0,100,16
1974,"TAUTOG",76.6,168900,12691
1974,"TILAPIAS",378.1,833600,100309
1974,"TILEFISH, GOLDEN",632.8,1395000,426223
1974,"TOMCOD, ATLANTIC",0.4,800,62
1974,"TOMCOD, PACIFIC",2.1,4600,184
1974,"TRIPLETAIL",2.5,5500,515
1974,"TROUT, RAINBOW",92.6,204200,69124
1974,"TUNA, ALBACORE",25087.7,55308400,21226141
1974,"TUNA, BIGEYE",131.7,290300,83415
1974,"TUNA, BLACK SKIPJACK",1090.6,2404300,196255
1974,"TUNA, BLUEFIN",1089.1,2401000,990602
1974,"TUNA, BLUEFIN PACIFIC",5264.4,11605800,3294635
1974,"TUNA, LITTLE TUNNY",9.1,20100,3031
1974,"TUNA, SKIPJACK",27716.1,61103000,16547187
1974,"TUNA, YELLOWFIN",114668.5,252798200,72710630
1974,"TUNAS",0.5,1000,249
1974,"TURTLE, GREEN SEA",12.1,26700,5846
1974,"TURTLE, LOGGERHEAD SEA",3.4,7600,1094
1974,"TURTLE, SLIDERS",0.3,600,60
1974,"TURTLE, SNAPPING",168.3,371000,113997
1974,"TURTLE, SOFT-SHELL",55.8,123000,18450
1974,"TURTLE, TERRAPIN",1.9,4200,2171
1974,"TURTLES",0.8,1700,146
1974,"WAHOO",2.5,5500,1738
1974,"WALLEYE",0.2,500,75
1974,"WEAKFISH",6611.5,14575800,1977345
1974,"WHITEFISH, LAKE",0.9,2000,300
1974,"WHITEFISH, OCEAN",1.3,2900,788
1974,"WOLFFISH, ATLANTIC",397,875300,62343
1974,"YELLOWTAIL JACK",92.9,204900,41088
1975,"ABALONES",195.3,430500,1401937
1975,"ALEWIFE",10717.5,23627700,802101
1975,"AMBERJACK",65.7,144900,18090
1975,"ANCHOVIES",149394.7,329355600,11903055
1975,"ANGELFISHES",4.1,9100,1031
1975,"ARCTIC CHAR",1.3,2800,725
1975,"BALLYHOO",174,383500,86487
1975,"BARRACUDAS",26.8,59000,28487
1975,"BASS, STRIPED",4014.7,8850700,4149126
1975,"BLACKSMITH",16,35300,2232
1975,"BLOODWORMS",366.9,808900,1779266
1975,"BLUEFISH",4642.2,10234200,1171575
1975,"BONITO, ATLANTIC",147.6,325400,46125
1975,"BONITO, PACIFIC",14457.9,31873800,3895414
1975,"BOWFIN",3.9,8500,290
1975,"BUFFALOFISHES",303.9,669900,98858
1975,"BUTTERFISH",2030.5,4476400,1078916
1975,"CABEZON",3.3,7200,832
1975,"CARP, COMMON",403.3,889100,66552
1975,"CARPS AND MINNOWS",3.8,8300,830
1975,"CATFISHES & BULLHEADS",9575.7,21110500,5969199
1975,"CLAM, ATLANTIC JACKKNIFE",2.1,4600,2504
1975,"CLAM, ATLANTIC SURF",39442.1,86954100,12569786
1975,"CLAM, BUTTER",36.7,80900,32588
1975,"CLAM, MANILA",109.6,241700,216111
1975,"CLAM, OCEAN QUAHOG",588.2,1296700,248385
1975,"CLAM, PACIFIC GEODUCK",355.2,783000,328991
1975,"CLAM, PACIFIC LITTLENECK",62.4,137500,127623
1975,"CLAM, PACIFIC RAZOR",56.8,125300,223313
1975,"CLAM, QUAHOG",6593.7,14536500,20964767
1975,"CLAM, SOFTSHELL",4161.4,9174300,8669663
1975,"CLAMS OR BIVALVES",22.8,50200,27369
1975,"COBIA",64,141200,22905
1975,"COCKLE, NUTTALL",0.9,2000,1582
1975,"COD, ATLANTIC",25462.1,56133700,13214202
1975,"COD, PACIFIC",5551,12237700,1388750
1975,"CRAB, ATLANTIC ROCK",521.7,1150100,96292
1975,"CRAB, BLUE",61118,134740800,20308346
1975,"CRAB, BLUE, SOFT AND PEELER",1185.4,2613400,1466518
1975,"CRAB, DEEPSEA RED",312.9,689800,187530
1975,"CRAB, DUNGENESS",8325.7,18354900,11351666
1975,"CRAB, FLORIDA STONE CLAWS",980.1,2160800,1801202
1975,"CRAB, GREEN",23.5,51900,6446
1975,"CRAB, HORSESHOE",28.5,62800,7974
1975,"CRAB, JONAH",169.9,374600,93178
1975,"CRAB, KING",44283.1,97626600,38251448
1975,"CRAB, RED ROCK",545.1,1201700,264513
1975,"CRAB, SNOW/TANNER",21253.6,46855700,7019464
1975,"CRABS ",113.4,249900,57170
1975,"CRAPPIE",2.4,5200,719
1975,"CRAYFISHES OR CRAWFISHES",2358.4,5199400,1807745
1975,"CROAKER, ATLANTIC",13319.1,29363300,3292550
1975,"CROAKER, PACIFIC WHITE",290.3,640000,156609
1975,"CUNNER",0.1,200,11
1975,"CUSK",1407.7,3103400,433630
1975,"DOLPHINFISH",61.5,135500,33589
1975,"DRUM, BLACK",835.2,1841300,275641
1975,"DRUM, FRESHWATER",72.4,159700,16956
1975,"DRUM, RED",2144,4726700,1384129
1975,"EEL, AMERICAN",1607,3542900,1315999
1975,"EEL, CONGER",22.9,50400,10632
1975,"EELS",0.4,800,75
1975,"FINFISHES, GROUNDFISHES, OTHER",20.5,45300,3513
1975,"FINFISHES, UNC BAIT AND ANIMAL FOOD",64018.7,141135700,3592105
1975,"FINFISHES, UNC FOR FOOD",3186.5,7025000,1672004
1975,"FINFISHES, UNC GENERAL",0.5,1200,2613
1975,"FINFISHES, UNC SPAWN",1.2,2700,584
1975,"FLATFISH",7116.6,15689300,4341998
1975,"FLOUNDER, ARROWTOOTH",32.1,70700,4285
1975,"FLOUNDER, PACIFIC, SANDDAB",627.1,1382600,256807
1975,"FLOUNDER, SUMMER",7607.9,16772300,6645711
1975,"FLOUNDER, WINDOWPANE",1980.7,4366700,857803
1975,"FLOUNDER, WINTER",7746.6,17078200,5707952
1975,"FLOUNDER, WITCH",2146.9,4733000,1948982
1975,"FLOUNDER, YELLOWTAIL",19457.9,42896800,15065467
1975,"FLOUNDER,ATLANTIC,PLAICE",2493.9,5498100,1333699
1975,"FLYINGFISHES",41.4,91300,23567
1975,"FROGS",3.1,6900,5920
1975,"GARS",126.1,277900,38753
1975,"GOATFISHES",39.8,87800,30301
1975,"GOOSEFISH",691.1,1523600,306246
1975,"GRENADIERS",44.8,98700,4934
1975,"GROUPER, GOLIATH",112.9,248900,38110
1975,"GROUPER, WARSAW",76.7,169200,45073
1975,"GROUPERS",3749.1,8265200,3281314
1975,"GRUNTS",114,251300,47716
1975,"HADDOCK",7357.9,16221200,5327605
1975,"HAKE, PACIFIC (WHITING)",1541.3,3397900,49894
1975,"HAKE, RED",1384.9,3053200,215939
1975,"HAKE, SILVER",19193.8,42314700,3728104
1975,"HAKE, WHITE",3696.9,8150200,822595
1975,"HALFMOON",4.6,10200,2023
1975,"HALIBUT, ATLANTIC",77.3,170400,207067
1975,"HALIBUT, CALIFORNIA",230.8,508800,358344
1975,"HALIBUT, PACIFIC",9626.4,21222400,15952617
1975,"HARVESTFISH",25,55200,12475
1975,"HERRING, ATLANTIC",36170.4,79741300,2656398
1975,"HERRING, ATLANTIC THREAD",3521.1,7762600,276923
1975,"HERRING, PACIFIC",23201.9,51150800,3581946
1975,"HERRING, PACIFIC, ROE ON KELP",4.5,10000,19370
1975,"HOGCHOKER",0.4,800,17
1975,"HOGFISH",9.8,21700,6852
1975,"INCONNU",0.3,600,149
1975,"JACK MACKEREL",16683,36779300,1693267
1975,"JACK, CREVALLE",1338.2,2950100,208188
1975,"KING WHITING",958,2111900,322674
1975,"LADYFISH",458.3,1010400,42250
1975,"LAMPREY, SEA",1.4,3100,186
