"Species","FishingEntityName","Year","Landed.Country","TaxonKey","LandedValue","Landings","ObservedPrice"
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1995,"Norway",501135,9927503,13744,722.315410360885
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1995,"United Kingdom",501135,10067,7,1438.14285714286
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1996,"Denmark",501135,62668,72,870.388888888889
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1996,"Germany (until 1990 former territory of the FRG)",501135,14988931,10488,1429.15055301297
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1996,"Norway",501135,14081741,17090,823.975482738444
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1996,"United Kingdom",501135,4239,3,1413
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1997,"Denmark",501135,1127,1,1127
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1997,"Germany (until 1990 former territory of the FRG)",501135,13191809,8534,1545.79435200375
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1997,"Norway",501135,11688302,14374,813.155836927786
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1997,"United Kingdom",501135,4318,5,863.6
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1998,"Denmark",501135,127960,104,1230.38461538462
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1998,"Germany (until 1990 former territory of the FRG)",501135,15967508,9992,1598.0292233787
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1998,"Iceland",501135,68865326,32385,2126.45749575421
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1998,"Norway",501135,16635479,16612,1001.41337587286
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1998,"United Kingdom",501135,97739,63,1551.4126984127
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1999,"Denmark",501135,154336,127,1215.24409448819
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1999,"Iceland",501135,32806689,40675,806.556582667486
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1999,"Norway",501135,15952568,15734,1013.89144527774
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",1999,"United Kingdom",501135,36506,22,1659.36363636364
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2000,"Denmark",501135,197699,137,1443.05839416058
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2000,"Iceland",501135,32522334,39531,822.704560977461
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2000,"Norway",501135,703,1,703
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2000,"United Kingdom",501135,6344,4,1586
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2001,"Denmark",501135,23354,14,1668.14285714286
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2001,"Iceland",501135,27893688,34743,802.857784301874
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2001,"Norway",501135,659,1,659
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2001,"United Kingdom",501135,12132,10,1213.2
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2002,"Denmark",501135,146304,94,1556.42553191489
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2002,"Iceland",501135,38039806,40223,945.722745692763
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2002,"Norway",501135,959,3,319.666666666667
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2003,"Denmark",501135,60631,35,1732.31428571429
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2003,"Iceland",501135,28544704,34595,825.11068073421
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2003,"Norway",501135,975,1,975
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2003,"United Kingdom",501135,436978,163,2680.84662576687
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2004,"Denmark",501135,9181,7,1311.57142857143
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2004,"Iceland",501135,26406392,29831,885.199691595991
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2004,"Norway",501135,765,1,765
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2004,"United Kingdom",501135,36221,35,1034.88571428571
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2005,"Denmark",501135,2541,1,2541
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2005,"Iceland",501135,34709776,34270,1012.83268164575
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2005,"Norway",501135,824,1,824
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2006,"Denmark",501135,4585,2,2292.5
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2006,"Iceland",501135,36402399,31740,1146.89347826087
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2006,"Norway",501135,559,1,559
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2007,"Iceland",501135,38173693,29698,1285.3960872786
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2007,"Norway",501135,899,1,899
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2008,"Iceland",501135,26563692,32625,814.212781609195
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2008,"Norway",501135,839,1,839
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2009,"Iceland",501135,27528645,28525,965.070815074496
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2009,"Norway",501135,604,1,604
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2009,"United Kingdom",501135,13258,8,1657.25
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2010,"Iceland",501135,31956336,29187,1094.88251618871
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2010,"Norway",501135,742,1,742
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2011,"Iceland",501135,38850079,26891,1444.72421999926
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2011,"Norway",501135,745,1,745
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2012,"Iceland",501135,36870221,24776,1488.14259767517
"Atlantic redfishes nei - Sebastes spp","European Free Trade Association (CH, IS, LI, NO)",2012,"Norway",501135,868,1,868
"Atlantic redfishes nei - Sebastes spp","Faroe Islands",1995,"Norway",501135,1229,2,614.5
"Atlantic redfishes nei - Sebastes spp","Faroe Islands",1996,"Norway",501135,1384,2,692
"Atlantic redfishes nei - Sebastes spp","Faroe Islands",1997,"Norway",501135,1285,2,642.5
"Atlantic redfishes nei - Sebastes spp","France",2007,"France",501135,562878,286,1968.1048951049
"Atlantic redfishes nei - Sebastes spp","France",2007,"Spain",501135,21475,4,5368.75
"Atlantic redfishes nei - Sebastes spp","France",2007,"United Kingdom",501135,747918,358,2089.15642458101
"Atlantic redfishes nei - Sebastes spp","France",2008,"France",501135,468624,252,1859.61904761905
"Atlantic redfishes nei - Sebastes spp","France",2008,"Spain",501135,32131,3,10710.3333333333
"Atlantic redfishes nei - Sebastes spp","France",2008,"United Kingdom",501135,194506,197,987.340101522843
"Atlantic redfishes nei - Sebastes spp","France",2009,"France",501135,729448,338,2158.13017751479
"Atlantic redfishes nei - Sebastes spp","France",2009,"Spain",501135,7981,3,2660.33333333333
"Atlantic redfishes nei - Sebastes spp","France",2009,"United Kingdom",501135,160250,166,965.361445783133
"Atlantic redfishes nei - Sebastes spp","France",2010,"France",501135,835014.54,294.4,2836.3265625
"Atlantic redfishes nei - Sebastes spp","France",2010,"Spain",501135,6728,2,3364
"Atlantic redfishes nei - Sebastes spp","France",2010,"United Kingdom",501135,363385,246,1477.17479674797
"Atlantic redfishes nei - Sebastes spp","France",2011,"France",501135,423882,135,3139.86666666667
"Atlantic redfishes nei - Sebastes spp","France",2011,"United Kingdom",501135,248977,163,1527.46625766871
"Atlantic redfishes nei - Sebastes spp","France",2012,"France",501135,693304,299,2318.74247491639
"Atlantic redfishes nei - Sebastes spp","France",2012,"United Kingdom",501135,382336,206,1856
"Atlantic redfishes nei - Sebastes spp","France",2013,"France",501135,2345586,553,4241.56600361664
"Atlantic redfishes nei - Sebastes spp","France",2013,"United Kingdom",501135,796139,394,2020.65736040609
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",1995,"Norway",501135,551,5,110.2
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",1999,"Norway",501135,6800,7,971.428571428571
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",2003,"Iceland",501135,2177,3,725.666666666667
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",2009,"Netherlands",501135,8614,6,1435.66666666667
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",2010,"Spain",501135,1190,1,1190
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",2011,"Germany (until 1990 former territory of the FRG)",501135,428,61,7.01639344262295
"Atlantic redfishes nei - Sebastes spp","Germany (including ex-GDR from 1991)",2011,"Iceland",501135,76326,55,1387.74545454545
"Atlantic redfishes nei - Sebastes spp","Greenland",1996,"Norway",501135,7913,7,1130.42857142857
"Atlantic redfishes nei - Sebastes spp","Greenland",1997,"Norway",501135,12310,15,820.666666666667
"Atlantic redfishes nei - Sebastes spp","Greenland",1999,"Norway",501135,31305,21,1490.71428571429
"Atlantic redfishes nei - Sebastes spp","Iceland",1999,"Norway",501135,533,1,533
"Atlantic redfishes nei - Sebastes spp","Iceland",2001,"Iceland",501135,27893688,34743,802.857784301874
"Atlantic redfishes nei - Sebastes spp","Iceland",2002,"Iceland",501135,38039806,40223,945.722745692763
"Atlantic redfishes nei - Sebastes spp","Iceland",2003,"Iceland",501135,28544704,34595,825.11068073421
"Atlantic redfishes nei - Sebastes spp","Iceland",2004,"Iceland",501135,26406392,29831,885.199691595991
"Atlantic redfishes nei - Sebastes spp","Iceland",2005,"Iceland",501135,34709776,34270,1012.83268164575
"Atlantic redfishes nei - Sebastes spp","Iceland",2006,"Iceland",501135,36402399,31740,1146.89347826087
"Atlantic redfishes nei - Sebastes spp","Iceland",2007,"Iceland",501135,38173693,29698,1285.3960872786
"Atlantic redfishes nei - Sebastes spp","Iceland",2008,"Iceland",501135,26563692,32625,814.212781609195
"Atlantic redfishes nei - Sebastes spp","Iceland",2009,"Iceland",501135,27528645,28525,965.070815074496
"Atlantic redfishes nei - Sebastes spp","Iceland",2009,"United Kingdom",501135,13258,8,1657.25
"Atlantic redfishes nei - Sebastes spp","Iceland",2010,"Iceland",501135,31956336,29187,1094.88251618871
"Atlantic redfishes nei - Sebastes spp","Iceland",2011,"Iceland",501135,38850079,26891,1444.72421999926
"Atlantic redfishes nei - Sebastes spp","Iceland",2012,"Iceland",501135,36870221,24776,1488.14259767517
"Atlantic redfishes nei - Sebastes spp","Ireland",1995,"Norway",501135,2217,4,554.25
"Atlantic redfishes nei - Sebastes spp","Ireland",1996,"Norway",501135,391,1,391
"Atlantic redfishes nei - Sebastes spp","Ireland",1997,"Norway",501135,6105,10,610.5
"Atlantic redfishes nei - Sebastes spp","Ireland",1998,"Norway",501135,16590,26,638.076923076923
"Atlantic redfishes nei - Sebastes spp","Ireland",1999,"Norway",501135,9267,11,842.454545454545
"Atlantic redfishes nei - Sebastes spp","Ireland",2007,"Ireland",501135,18213,7,2601.85714285714
"Atlantic redfishes nei - Sebastes spp","Ireland",2008,"Spain",501135,5177,1,5177
"Atlantic redfishes nei - Sebastes spp","Ireland",2009,"Spain",501135,1457,1,1457
"Atlantic redfishes nei - Sebastes spp","Norway",1995,"Norway",501135,9927503,13744,722.315410360885
"Atlantic redfishes nei - Sebastes spp","Norway",1996,"Norway",501135,14081741,17090,823.975482738444
"Atlantic redfishes nei - Sebastes spp","Norway",1997,"Norway",501135,11688302,14374,813.155836927786
"Atlantic redfishes nei - Sebastes spp","Norway",1998,"Norway",501135,16635479,16612,1001.41337587286
"Atlantic redfishes nei - Sebastes spp","Norway",1999,"Norway",501135,15952035,15733,1013.92201105956
"Atlantic redfishes nei - Sebastes spp","Norway",2007,"Norway",501135,899,1,899
"Atlantic redfishes nei - Sebastes spp","Norway",2008,"Norway",501135,839,1,839
"Atlantic redfishes nei - Sebastes spp","Norway",2009,"Norway",501135,604,1,604
"Atlantic redfishes nei - Sebastes spp","Norway",2010,"Norway",501135,742,1,742
"Atlantic redfishes nei - Sebastes spp","Norway",2011,"Norway",501135,745,1,745
"Atlantic redfishes nei - Sebastes spp","Norway",2012,"Norway",501135,868,1,868
"Atlantic redfishes nei - Sebastes spp","Poland",1998,"Norway",501135,1321,2,660.5
"Atlantic redfishes nei - Sebastes spp","Poland",1999,"Norway",501135,2929,3,976.333333333333
"Atlantic redfishes nei - Sebastes spp","Poland",2006,"Iceland",501135,87660,96,913.125
"Atlantic redfishes nei - Sebastes spp","Portugal",1999,"Norway",501135,14439,14,1031.35714285714
"Atlantic redfishes nei - Sebastes spp","Portugal",2007,"Portugal",501135,15999,9,1777.66666666667
"Atlantic redfishes nei - Sebastes spp","Portugal",2007,"Spain",501135,2005657,5816,344.851616231087
"Atlantic redfishes nei - Sebastes spp","Portugal",2008,"Portugal",501135,5636,3,1878.66666666667
"Atlantic redfishes nei - Sebastes spp","Portugal",2008,"Spain",501135,1124610,787,1428.9834815756
"Atlantic redfishes nei - Sebastes spp","Portugal",2009,"Portugal",501135,4739,3,1579.66666666667
"Atlantic redfishes nei - Sebastes spp","Portugal",2009,"Spain",501135,3931,1,3931
"Atlantic redfishes nei - Sebastes spp","Portugal",2010,"Portugal",501135,5568,3,1856
"Atlantic redfishes nei - Sebastes spp","Portugal",2011,"Portugal",501135,5050,2,2525
"Atlantic redfishes nei - Sebastes spp","Portugal",2011,"Spain",501135,2119,1,2119
"Atlantic redfishes nei - Sebastes spp","Portugal",2012,"Portugal",501135,5509,2,2754.5
"Atlantic redfishes nei - Sebastes spp","Portugal",2012,"Spain",501135,73110,19,3847.89473684211
"Atlantic redfishes nei - Sebastes spp","Portugal",2013,"Portugal",501135,89224,36,2478.44444444444
"Atlantic redfishes nei - Sebastes spp","Russian Federation",1995,"Norway",501135,121870,204,597.401960784314
"Atlantic redfishes nei - Sebastes spp","Russian Federation",1996,"Norway",501135,285003,456,625.006578947368
"Atlantic redfishes nei - Sebastes spp","Russian Federation",1997,"Norway",501135,418323,641,652.609984399376
"Atlantic redfishes nei - Sebastes spp","Russian Federation",1998,"Norway",501135,1011371,1252,807.804313099042
"Atlantic redfishes nei - Sebastes spp","Russian Federation",1999,"Norway",501135,1462650,1623,901.201478743068
"Atlantic redfishes nei - Sebastes spp","Spain",2007,"Spain",501135,461966,96,4812.14583333333
"Atlantic redfishes nei - Sebastes spp","Spain",2008,"Spain",501135,237390,53,4479.05660377359
"Atlantic redfishes nei - Sebastes spp","Spain",2009,"Spain",501135,266583,73,3651.82191780822
"Atlantic redfishes nei - Sebastes spp","Spain",2010,"Spain",501135,6166873,1985,3106.73702770781
"Atlantic redfishes nei - Sebastes spp","Spain",2011,"Spain",501135,257625,90,2862.5
"Atlantic redfishes nei - Sebastes spp","Spain",2012,"Spain",501135,103607,35,2960.2
"Atlantic redfishes nei - Sebastes spp","Spain",2013,"Spain",501135,40937,16,2558.5625
"Atlantic redfishes nei - Sebastes spp","Third countries",1992,"United Kingdom",501135,732,1,732
"Atlantic redfishes nei - Sebastes spp","Third countries",1993,"Denmark",501135,6738,5,1347.6
"Atlantic redfishes nei - Sebastes spp","Third countries",1993,"United Kingdom",501135,1946,2,973
"Atlantic redfishes nei - Sebastes spp","Third countries",1994,"Denmark",501135,3593,3,1197.66666666667
"Atlantic redfishes nei - Sebastes spp","Third countries",1994,"United Kingdom",501135,1688,1,1688
"Atlantic redfishes nei - Sebastes spp","Third countries",1995,"Denmark",501135,772,1,772
"Atlantic redfishes nei - Sebastes spp","Third countries",1995,"Germany (until 1990 former territory of the FRG)",501135,50255,32,1570.46875
"Atlantic redfishes nei - Sebastes spp","Third countries",1995,"Norway",501135,123099,206,597.567961165049
"Atlantic redfishes nei - Sebastes spp","Third countries",1995,"United Kingdom",501135,601,1,601
"Atlantic redfishes nei - Sebastes spp","Third countries",1996,"Denmark",501135,11496,9,1277.33333333333
"Atlantic redfishes nei - Sebastes spp","Third countries",1996,"Germany (until 1990 former territory of the FRG)",501135,82829,46,1800.63043478261
"Atlantic redfishes nei - Sebastes spp","Third countries",1996,"Norway",501135,294301,464,634.269396551724
"Atlantic redfishes nei - Sebastes spp","Third countries",1996,"United Kingdom",501135,7127,8,890.875
"Atlantic redfishes nei - Sebastes spp","Third countries",1997,"Germany (until 1990 former territory of the FRG)",501135,1093737,684,1599.03070175439
"Atlantic redfishes nei - Sebastes spp","Third countries",1997,"Norway",501135,431919,658,656.411854103343
"Atlantic redfishes nei - Sebastes spp","Third countries",1998,"Denmark",501135,5867,4,1466.75
"Atlantic redfishes nei - Sebastes spp","Third countries",1998,"Germany (until 1990 former territory of the FRG)",501135,36024,20,1801.2
"Atlantic redfishes nei - Sebastes spp","Third countries",1998,"Norway",501135,1011439,1252,807.858626198083
"Atlantic redfishes nei - Sebastes spp","Third countries",1999,"Denmark",501135,1183,1,1183
"Atlantic redfishes nei - Sebastes spp","Third countries",1999,"Norway",501135,1493955,1644,908.731751824817
"Atlantic redfishes nei - Sebastes spp","Third countries",1999,"United Kingdom",501135,1668,1,1668
"Atlantic redfishes nei - Sebastes spp","Third countries",2000,"Denmark",501135,244694,166,1474.06024096386
"Atlantic redfishes nei - Sebastes spp","Third countries",2001,"Denmark",501135,94963,61,1556.77049180328
"Atlantic redfishes nei - Sebastes spp","Third countries",2002,"Denmark",501135,288036,188,1532.10638297872
"Atlantic redfishes nei - Sebastes spp","Third countries",2003,"Denmark",501135,241410,164,1472.01219512195
"Atlantic redfishes nei - Sebastes spp","Third countries",2004,"Denmark",501135,86223,68,1267.98529411765
"Atlantic redfishes nei - Sebastes spp","Third countries",2004,"United Kingdom",501135,1933,1,1933
"Atlantic redfishes nei - Sebastes spp","Third countries",2005,"Denmark",501135,89124,73,1220.87671232877
"Atlantic redfishes nei - Sebastes spp","Third countries",2006,"Denmark",501135,23897,43,555.744186046512
"Atlantic redfishes nei - Sebastes spp","United Kingdom",1995,"Norway",501135,564,1,564
"Atlantic redfishes nei - Sebastes spp","United Kingdom",1996,"Norway",501135,1827,4,456.75
"Atlantic redfishes nei - Sebastes spp","United Kingdom",1997,"Norway",501135,3121,4,780.25
"Atlantic redfishes nei - Sebastes spp","United Kingdom",1998,"Norway",501135,12172,14,869.428571428571
"Atlantic redfishes nei - Sebastes spp","United Kingdom",1999,"Norway",501135,71189,85,837.517647058824
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2007,"France",501135,5040,2,2520
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2007,"Germany (until 1990 former territory of the FRG)",501135,70826,34,2083.11764705882
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2007,"Spain",501135,20638,5,4127.6
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2007,"United Kingdom",501135,364811,234,1559.02136752137
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2008,"Spain",501135,7895,2,3947.5
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2008,"United Kingdom",501135,223933,174,1286.97126436782
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2009,"Spain",501135,2624,1,2624
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2009,"United Kingdom",501135,234995,175,1342.82857142857
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2010,"Spain",501135,36337,13,2795.15384615385
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2010,"United Kingdom",501135,566099,421,1344.65320665083
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2011,"Spain",501135,20849,7,2978.42857142857
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2011,"United Kingdom",501135,224855,118,1905.55084745763
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2012,"United Kingdom",501135,217798,121,1799.98347107438
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2013,"Germany (until 1990 former territory of the FRG)",501135,8250,6,1375
"Atlantic redfishes nei - Sebastes spp","United Kingdom",2013,"United Kingdom",501135,595625,418,1424.94019138756
"Atlantic sailfish - Istiophorus albicans","Portugal",2007,"Portugal",600078,21246,13,1634.30769230769
"Atlantic sailfish - Istiophorus albicans","Portugal",2007,"Spain",600078,13822,8,1727.75
"Atlantic sailfish - Istiophorus albicans","Portugal",2008,"Portugal",600078,45751,13,3519.30769230769
"Atlantic sailfish - Istiophorus albicans","Portugal",2008,"Spain",600078,6254,6,1042.33333333333
"Atlantic sailfish - Istiophorus albicans","Portugal",2009,"Portugal",600078,73483,14,5248.78571428571
"Atlantic sailfish - Istiophorus albicans","Portugal",2009,"Spain",600078,33465,11,3042.27272727273
"Atlantic sailfish - Istiophorus albicans","Portugal",2010,"Portugal",600078,64516.5,29.5,2187
"Atlantic sailfish - Istiophorus albicans","Portugal",2010,"Spain",600078,40251,20,2012.55
"Atlantic sailfish - Istiophorus albicans","Portugal",2011,"Portugal",600078,44168,26,1698.76923076923
"Atlantic sailfish - Istiophorus albicans","Portugal",2011,"Spain",600078,14292,5,2858.4
"Atlantic sailfish - Istiophorus albicans","Portugal",2012,"Portugal",600078,33969,15,2264.6
"Atlantic sailfish - Istiophorus albicans","Portugal",2013,"Portugal",600078,120305,49,2455.20408163265
"Atlantic sailfish - Istiophorus albicans","Spain",2007,"Spain",600078,4755,3,1585
"Atlantic sailfish - Istiophorus albicans","Spain",2008,"Spain",600078,2042,2,1021
"Atlantic sailfish - Istiophorus albicans","Spain",2009,"Spain",600078,13682,7,1954.57142857143
"Atlantic sailfish - Istiophorus albicans","Spain",2010,"Spain",600078,12126,4,3031.5
"Atlantic sailfish - Istiophorus albicans","Spain",2011,"Spain",600078,9457,1,9457
"Atlantic sailfish - Istiophorus albicans","Spain",2012,"Spain",600078,5612,1,5612
"Atlantic sailfish - Istiophorus albicans","Spain",2013,"Spain",600078,3228,1,3228
"Atlantic sailfish - Istiophorus albicans","Third countries",2004,"Portugal",600078,16871,4,4217.75
"Atlantic sailfish - Istiophorus albicans","Third countries",2005,"Portugal",600078,27199,4,6799.75
"Atlantic salmon - Salmo salar","Denmark",2007,"Denmark",600236,141331,27,5234.48148148148
"Atlantic salmon - Salmo salar","Denmark",2007,"Sweden",600236,408479,106,3853.57547169811
"Atlantic salmon - Salmo salar","Denmark",2008,"Denmark",600236,98830,18,5490.55555555556
"Atlantic salmon - Salmo salar","Denmark",2008,"Sweden",600236,6360,1,6360
"Atlantic salmon - Salmo salar","Denmark",2009,"Denmark",600236,259409,55,4716.52727272727
"Atlantic salmon - Salmo salar","Denmark",2010,"Denmark",600236,458731,114,4023.95614035088
"Atlantic salmon - Salmo salar","Denmark",2011,"Denmark",600236,361004,77,4688.36363636364
"Atlantic salmon - Salmo salar","Denmark",2012,"Denmark",600236,493934,91,5427.84615384615
"Atlantic salmon - Salmo salar","Denmark",2013,"Denmark",600236,462063,88,5250.71590909091
"Atlantic salmon - Salmo salar","Denmark",2013,"Poland",600236,91445,16,5715.3125
"Atlantic salmon - Salmo salar","Denmark",2013,"Sweden",600236,363009,73,4972.72602739726
"Atlantic salmon - Salmo salar","Estonia",2007,"Estonia",600236,7836,6,1306
"Atlantic salmon - Salmo salar","Estonia",2008,"Estonia",600236,17024,6,2837.33333333333
"Atlantic salmon - Salmo salar","Estonia",2009,"Estonia",600236,8881,5,1776.2
"Atlantic salmon - Salmo salar","Estonia",2010,"Estonia",600236,10008,4,2502
"Atlantic salmon - Salmo salar","Estonia",2011,"Estonia",600236,15018,4,3754.5
"Atlantic salmon - Salmo salar","Estonia",2012,"Estonia",600236,21665,5,4333
"Atlantic salmon - Salmo salar","Estonia",2013,"Estonia",600236,29944,7,4277.71428571429
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1992,"Denmark",600236,27998,8,3499.75
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1993,"Denmark",600236,9727,3,3242.33333333333
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1994,"Denmark",600236,155509,53,2934.1320754717
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1995,"Norway",600236,3225688,535,6029.32336448598
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1996,"Norway",600236,3277975,536,6115.625
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1997,"Norway",600236,24606,8,3075.75
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1998,"Norway",600236,29968,11,2724.36363636364
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",1999,"Norway",600236,15660,3,5220
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2000,"Norway",600236,51609,631,81.7892234548336
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2001,"Norway",600236,37697,708,53.2443502824859
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2002,"Norway",600236,30139,602,50.0647840531561
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2003,"Norway",600236,44507,8,5563.375
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2004,"Norway",600236,43586,8,5448.25
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2005,"Norway",600236,50792,9,5643.55555555556
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2006,"Norway",600236,85645,13,6588.07692307692
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2007,"Norway",600236,42543,6,7090.5
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2008,"Norway",600236,43546,6,7257.66666666667
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2009,"Norway",600236,23702,3,7900.66666666667
"Atlantic salmon - Salmo salar","European Free Trade Association (CH, IS, LI, NO)",2011,"Norway",600236,70012,10,7001.2
