Species,Year,Pounds,Tonnes..ConvertPounds.,LandedValue,ObservedPrice,FishingEntityName,FishingEntityID,TaxonKey
EELS,2009,"7,967",4,"22,069",6106.918117,USA,187,300026
EELS,1981,440,0,159,796.6704474,USA,187,300026
EELS,1988,116,0,81,1539.434762,USA,187,300026
EELS,1976,900,0,100,244.9580691,USA,187,300026
EELS,2003,"4,597",2,"12,448",5969.793865,USA,187,300026
EELS,1979,"2,123",1,"1,292",1341.673305,USA,187,300026
EELS,1985,207,0,59,628.370699,USA,187,300026
EELS,1986,75,0,64,1881.277971,USA,187,300026
EELS,1997,"10,583",5,"28,775",5994.332037,USA,187,300026
EELS,1978,0,0,24,#DIV/0!,USA,187,300026
EELS,1989,"1,742",1,823,1041.56396,USA,187,300026
EELS,1975,800,0,75,206.6833708,USA,187,300026
EELS,2001,"1,208",1,"2,461",4491.371086,USA,187,300026
EELS,1996,"7,523",3,"22,531",6602.731928,USA,187,300026
EELS,1992,"7,327",3,"18,272",5497.86605,USA,187,300026
EELS,1977,100,0,10,220.4622622,USA,187,300026
EELS,1982,135,0,55,898.1795867,USA,187,300026
EELS,1994,"7,168",3,"15,701",4829.070841,USA,187,300026
EELS,2008,"12,751",6,"56,753",9812.48119,USA,187,300026
EELS,1991,"2,396",1,"6,069",5584.246533,USA,187,300026
EELS,1990,"1,758",1,"4,467",5601.848266,USA,187,300026
EELS,2006,"4,628",2,"21,630",10303.8002,USA,187,300026
EELS,2005,"7,463",3,"16,530",4883.078111,USA,187,300026
EELS,1980,205,0,65,699.026685,USA,187,300026
EELS,2010,"5,492",2,"15,518",6229.303322,USA,187,300026
EELS,1984,215,0,88,902.3571662,USA,187,300026
EELS,1999,"4,728",2,"13,584",6334.093421,USA,187,300026
EELS,1973,"1,100",0,382,765.6053105,USA,187,300026
EELS,2002,"5,958",3,"15,296",5659.9375,USA,187,300026
EELS,1993,"6,605",3,"15,073",5031.078998,USA,187,300026
EELS,1983,365,0,240,1449.614875,USA,187,300026
EELS,2004,"8,062",4,"19,251",5264.350049,USA,187,300026
EELS,1998,"11,780",5,"33,885",6341.565156,USA,187,300026
EELS,2000,"4,771",2,"12,970",5993.283464,USA,187,300026
EELS,1974,300,0,17,124.9286152,USA,187,300026
EELS,2007,"5,382",2,"6,611",2708.056513,USA,187,300026
EELS,1987,228,0,155,1498.756607,USA,187,300026
EELS,1995,"10,742",5,"32,882",6748.501308,USA,187,300026
"EELS, SNAKE",1996,98,0,120,2699.537904,USA,187,400066
"EELS, SNAKE",2010,42,0,66,3464.406977,USA,187,400066
"EELS, SNAKE",2005,25,0,77,6790.237675,USA,187,400066
"EELS, SNAKE",2008,84,0,84,2204.622622,USA,187,400066
"EELS, SNAKE",1998,24,0,57,5235.978727,USA,187,400066
"EELS, SNAKE",1997,126,0,165,2887.005814,USA,187,400066
"EELS, SNAKE",2006,787,0,805,2255.046011,USA,187,400066
"EELS, SNAKE",2004,24,0,116,10655.67601,USA,187,400066
"EELS, SNAKE",2007,259,0,291,2477.008428,USA,187,400066
"EELS, SNAKE",2003,18,0,109,13350.21477,USA,187,400066
"EELS, SNAKE",2001,70,0,464,14613.49852,USA,187,400066
"EELS, SNAKE",2000,412,0,328,1755.136456,USA,187,400066
EMPERORS,2003,"4,470",2,"10,435",5146.585472,USA,187,501144
EMPERORS,2008,"3,138",1,"11,155",7837.018912,USA,187,501144
EMPERORS,2007,"3,320",2,"11,207",7441.929435,USA,187,501144
EMPERORS,2005,"1,776",1,"4,053",5031.157368,USA,187,501144
EMPERORS,2004,"1,143",1,"2,482",4787.290768,USA,187,501144
EMPERORS,2006,"1,684",1,"4,140",5419.915472,USA,187,501144
EMPERORS,2010,"6,528",3,"21,615",7299.772974,USA,187,501144
EMPERORS,2009,"3,808",2,"13,529",7832.547125,USA,187,501144
EMPERORS,2002,"3,254",1,"9,056",6135.544703,USA,187,501144
ESCOLAR,2008,"112,574",51,"120,775",2365.229068,USA,187,601042
ESCOLAR,1994,"20,455",9,"16,344",1761.542514,USA,187,601042
ESCOLAR,1995,"53,800",24,"61,260",2510.319365,USA,187,601042
ESCOLAR,1998,"152,268",69,"146,342",2118.822627,USA,187,601042
ESCOLAR,2002,"144,545",66,"115,396",1760.03758,USA,187,601042
ESCOLAR,1992,"47,990",22,"31,935",1467.068627,USA,187,601042
ESCOLAR,2006,"105,268",48,"79,849",1672.273737,USA,187,601042
ESCOLAR,1997,"156,655",71,"140,486",1977.07455,USA,187,601042
ESCOLAR,1996,"150,849",68,"150,084",2193.442327,USA,187,601042
ESCOLAR,2010,"123,073",56,"110,940",1987.282618,USA,187,601042
ESCOLAR,2001,"85,265",39,"63,653",1645.820017,USA,187,601042
ESCOLAR,2004,"166,811",76,"115,866",1531.318706,USA,187,601042
ESCOLAR,2009,"140,656",64,"123,322",1932.931912,USA,187,601042
ESCOLAR,1999,"173,927",79,"158,097",2003.968462,USA,187,601042
ESCOLAR,2003,"182,813",83,"137,590",1659.258513,USA,187,601042
ESCOLAR,2000,"163,821",74,"150,167",2020.873791,USA,187,601042
ESCOLAR,2007,"138,516",63,"112,707",1793.846212,USA,187,601042
ESCOLAR,2005,"99,498",45,"71,448",1583.105963,USA,187,601042
ESCOLAR,1991,"24,571",11,"17,864",1602.839873,USA,187,601042
ESCOLAR,1993,"22,572",10,"17,188",1678.763673,USA,187,601042
"FINFISHES, GROUNDFISHES, OTHER",1992,"4,000",2,500,275.5778277,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1985,100,0,48,1058.218858,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",2002,25,0,9,793.6641439,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1978,200,0,23,253.5316015,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",2000,2,0,1,1102.311311,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1975,"45,300",21,"3,513",170.9677543,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1976,"288,700",131,"31,754",242.4855793,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1995,215,0,107,1097.184282,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1994,"278,000",126,"28,000",222.0483216,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1989,"9,100",4,"6,121",1482.911546,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1987,900,0,581,1423.206381,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1993,"10,902",5,"1,625",328.6105082,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1977,"618,500",281,"98,889",352.4865424,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",2001,287,0,121,929.4750427,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1990,991,0,721,1603.968628,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1988,"6,200",3,"3,042",1081.687422,USA,187,100139
"FINFISHES, GROUNDFISHES, OTHER",1999,"22,714",10,"1,899",184.317089,USA,187,100139
"FINFISHES, MARINE, ORNAMENTAL",1994,541,0,163,664.2393482,USA,187,100139
"FINFISHES, MARINE, ORNAMENTAL",1980,2,0,30,33069.33933,USA,187,100139
"FINFISHES, MARINE, ORNAMENTAL",1979,12,0,36,6613.867866,USA,187,100139
"FINFISHES, MARINE, ORNAMENTAL",1999,"29,798",14,"20,235",1497.098421,USA,187,100139
"FINFISHES, PELAGIC, OTHER",2000,769,0,877,2514.244525,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1995,342,0,219,1411.73203,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1994,120,0,75,1377.889139,USA,187,100139
"FINFISHES, PELAGIC, OTHER",2001,164,0,167,2244.951084,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1999,86,0,173,4434.88039,USA,187,100139
"FINFISHES, PELAGIC, OTHER",2002,65,0,69,2340.291706,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1997,18,0,14,1714.706484,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1991,330,0,414,2765.799289,USA,187,100139
"FINFISHES, PELAGIC, OTHER",1996,54,0,29,1183.964001,USA,187,100139
"FINFISHES, PELAGIC, OTHER",2003,39,0,39,2204.622622,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1999,"6,608,801","2,998","966,660",322.4670411,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2002,"7,329,688","3,325","1,344,211",404.3116131,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1987,"14,226,904","6,453","846,723",131.2094803,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1993,"10,109,397","4,586","992,741",216.4935521,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1979,"50,174,242","22,759","1,542,953",67.79632243,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1950,"95,277,200","43,217","800,805",18.52985624,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1951,"44,541,700","20,204","406,820",20.13584068,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1963,"220,273,600","99,914","2,429,835",24.3191613,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2006,"1,961,190",890,"520,607",585.2273208,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1991,"13,113,427","5,948","1,113,219",187.1538074,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1985,"16,109,928","7,307","778,132",106.4863487,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1975,"141,135,700","64,018","3,592,105",56.11079226,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1997,"10,282,645","4,664","1,605,862",344.3004881,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2007,"2,351,884","1,067","547,626",513.3368261,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2010,"2,396,380","1,087","608,697",559.9893072,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1959,"247,981,300","112,482","2,634,602",23.42234341,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1970,"86,408,535","39,194","1,144,604",29.20336367,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1983,"16,799,415","7,620","805,467",105.7031313,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2001,"6,173,698","2,800","1,489,193",531.7896302,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2009,"2,733,909","1,240","745,055",600.8119171,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1996,"8,969,079","4,068","1,361,160",334.5766191,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1995,"11,724,808","5,318","1,468,535",276.1295095,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2003,"5,991,291","2,718","860,513",316.6440132,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1952,"49,288,800","22,357","434,214",19.42181605,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1971,"139,388,400","63,226","2,696,200",42.64417637,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1968,"195,465,800","88,662","2,713,061",30.60011345,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1965,"265,435,210","120,399","2,948,147",24.48639564,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1960,"136,872,200","62,084","1,821,399",29.33756774,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1966,"195,783,700","88,806","2,591,776",29.1846972,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1967,"211,802,500","96,072","3,135,181",32.63366087,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1982,"18,339,161","8,319","755,255",90.79217191,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1980,"28,088,005","12,741","989,411",77.65869712,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1958,"229,493,300","104,096","2,563,656",24.62770814,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1974,"155,998,800","70,760","3,576,773",50.54804697,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2005,"6,116,821","2,775","3,964,500",1428.883792,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1957,"241,390,700","109,493","2,456,905",22.43892719,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1953,"92,914,700","42,145","875,287",20.7682694,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1954,"135,604,600","61,509","1,285,492",20.89917852,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1984,"20,221,016","9,172","1,058,745",115.4310534,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1969,"173,539,500","78,716","2,598,430",33.01010755,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1973,"161,984,900","73,475","3,931,186",53.50363883,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1978,"43,289,427","19,636","1,300,987",66.25602531,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1977,"46,593,800","21,135","1,136,730",53.78528201,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2004,"5,942,895","2,696","1,118,063",414.7653597,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2008,"2,828,991","1,283","599,446",467.1461352,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1988,"13,814,490","6,266","858,303",136.9745977,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1992,"12,336,268","5,596","1,293,466",231.1561652,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1961,"146,785,800","66,581","1,814,480",27.25225229,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1955,"141,418,500","64,146","1,266,220",19.73954791,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1990,"14,412,228","6,537","1,125,312",172.1377355,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1998,"6,225,101","2,824","923,954",327.2187696,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1956,"144,414,100","65,505","1,265,371",19.31712715,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1972,"120,014,400","54,438","2,125,052",39.03646322,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1994,"11,950,856","5,421","971,220",179.1648718,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1989,"14,406,622","6,535","915,822",140.1467949,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1986,"11,957,517","5,424","707,348",130.4146507,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",2000,"6,924,391","3,141","1,046,291",333.1234195,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1981,"20,632,869","9,359","694,406",74.19730026,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1962,"216,857,600","98,365","2,487,497",25.28844808,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1964,"262,247,622","118,954","2,912,896",24.48768217,USA,187,100139
"FINFISHES, UNC BAIT AND ANIMAL FOOD",1976,"151,287,613","68,623","4,305,465",62.74093,USA,187,100139
"FINFISHES, UNC FOR FOOD",1993,"1,657,112",752,"630,778",839.1873622,USA,187,100139
"FINFISHES, UNC FOR FOOD",1950,"9,654,600","4,379","297,550",67.94537952,USA,187,100139
"FINFISHES, UNC FOR FOOD",2007,"3,437,972","1,559","577,419",370.2738096,USA,187,100139
"FINFISHES, UNC FOR FOOD",1982,"2,977,979","1,351","836,739",619.4448409,USA,187,100139
"FINFISHES, UNC FOR FOOD",1983,"49,060,305","22,253","1,574,213",70.74039983,USA,187,100139
"FINFISHES, UNC FOR FOOD",2006,"3,708,970","1,682","1,212,961",720.987568,USA,187,100139
"FINFISHES, UNC FOR FOOD",1987,"2,066,357",937,"845,715",902.3041133,USA,187,100139
"FINFISHES, UNC FOR FOOD",2002,"2,903,926","1,317","1,528,941",1160.752001,USA,187,100139
"FINFISHES, UNC FOR FOOD",1958,"10,766,900","4,884","793,250",162.4252937,USA,187,100139
"FINFISHES, UNC FOR FOOD",2001,"1,342,861",609,"435,526",715.0185105,USA,187,100139
"FINFISHES, UNC FOR FOOD",1995,"3,143,815","1,426","2,120,285",1486.864932,USA,187,100139
"FINFISHES, UNC FOR FOOD",1991,"1,679,848",762,"744,284",976.7939382,USA,187,100139
"FINFISHES, UNC FOR FOOD",2004,"1,239,362",562,"369,327",656.9724254,USA,187,100139
"FINFISHES, UNC FOR FOOD",1959,"8,181,000","3,711","587,841",158.4118771,USA,187,100139
"FINFISHES, UNC FOR FOOD",2009,"2,900,949","1,316","875,275",665.1792449,USA,187,100139
"FINFISHES, UNC FOR FOOD",1965,"9,050,685","4,105","662,096",161.2774966,USA,187,100139
"FINFISHES, UNC FOR FOOD",1967,"10,289,300","4,667","838,236",179.6034762,USA,187,100139
"FINFISHES, UNC FOR FOOD",2005,"113,295",51,"96,807",1883.780415,USA,187,100139
"FINFISHES, UNC FOR FOOD",1973,"9,566,600","4,339","1,874,543",431.9883661,USA,187,100139
"FINFISHES, UNC FOR FOOD",1985,"5,818,748","2,639","1,209,924",458.4192031,USA,187,100139
"FINFISHES, UNC FOR FOOD",1954,"9,316,100","4,226","592,546",140.2239474,USA,187,100139
"FINFISHES, UNC FOR FOOD",1952,"16,970,000","7,697","833,169",108.2394358,USA,187,100139
"FINFISHES, UNC FOR FOOD",1953,"18,478,800","8,382","697,842",83.25639434,USA,187,100139
"FINFISHES, UNC FOR FOOD",1996,"2,448,338","1,111","987,301",889.0219076,USA,187,100139
"FINFISHES, UNC FOR FOOD",1951,"13,843,900","6,279","726,082",115.6275907,USA,187,100139
"FINFISHES, UNC FOR FOOD",1971,"7,920,400","3,593","935,468",260.3850708,USA,187,100139
"FINFISHES, UNC FOR FOOD",1994,"3,710,232","1,683","2,311,784",1373.663777,USA,187,100139
"FINFISHES, UNC FOR FOOD",2010,"2,660,020","1,207","840,789",696.8453055,USA,187,100139
"FINFISHES, UNC FOR FOOD",1992,"1,324,015",601,"575,233",957.8227472,USA,187,100139
"FINFISHES, UNC FOR FOOD",1956,"40,869,000","18,538","1,096,518",59.15017221,USA,187,100139
"FINFISHES, UNC FOR FOOD",1984,"62,176,911","28,203","2,216,775",78.60075764,USA,187,100139
"FINFISHES, UNC FOR FOOD",2008,"2,512,445","1,140","181,189",158.9898956,USA,187,100139
"FINFISHES, UNC FOR FOOD",1978,"52,506,641","23,817","1,969,247",82.68375964,USA,187,100139
"FINFISHES, UNC FOR FOOD",1988,"1,815,255",823,"876,437",1064.430527,USA,187,100139
"FINFISHES, UNC FOR FOOD",1963,"6,769,300","3,071","439,416",143.108808,USA,187,100139
"FINFISHES, UNC FOR FOOD",1966,"10,083,400","4,574","830,635",181.6090517,USA,187,100139
"FINFISHES, UNC FOR FOOD",1976,"5,732,200","2,600","1,366,179",525.436853,USA,187,100139
"FINFISHES, UNC FOR FOOD",1970,"9,286,400","4,212","1,031,473",244.8751626,USA,187,100139
"FINFISHES, UNC FOR FOOD",1957,"11,807,400","5,356","742,275",138.5941237,USA,187,100139
"FINFISHES, UNC FOR FOOD",1981,"3,121,235","1,416","858,794",606.5921598,USA,187,100139
"FINFISHES, UNC FOR FOOD",1989,"4,655,072","2,112","1,651,305",782.0511388,USA,187,100139
"FINFISHES, UNC FOR FOOD",2003,"132,825",60,"97,276",1614.582121,USA,187,100139
"FINFISHES, UNC FOR FOOD",1955,"13,866,300","6,290","735,815",116.9882661,USA,187,100139
"FINFISHES, UNC FOR FOOD",1980,"4,026,585","1,826","1,035,894",567.1692877,USA,187,100139
"FINFISHES, UNC FOR FOOD",1979,"4,364,147","1,980","1,355,105",684.5541954,USA,187,100139
"FINFISHES, UNC FOR FOOD",1962,"6,738,200","3,056","445,552",145.7769164,USA,187,100139
"FINFISHES, UNC FOR FOOD",1999,"1,870,253",848,"623,324",734.7637946,USA,187,100139
"FINFISHES, UNC FOR FOOD",1974,"8,983,500","4,075","1,506,241",369.6435668,USA,187,100139
"FINFISHES, UNC FOR FOOD",2000,"1,754,933",796,"615,580",773.31818,USA,187,100139
"FINFISHES, UNC FOR FOOD",1968,"10,617,700","4,816","897,277",186.3075028,USA,187,100139
"FINFISHES, UNC FOR FOOD",1960,"8,945,800","4,058","539,979",133.0736121,USA,187,100139
"FINFISHES, UNC FOR FOOD",1969,"11,821,900","5,362","1,092,849",203.8013879,USA,187,100139
"FINFISHES, UNC FOR FOOD",1975,"7,025,000","3,186","1,672,004",524.7171306,USA,187,100139
"FINFISHES, UNC FOR FOOD",1997,"2,158,508",979,"897,523",916.6977882,USA,187,100139
"FINFISHES, UNC FOR FOOD",1961,"7,780,400","3,529","512,624",145.2550598,USA,187,100139
"FINFISHES, UNC FOR FOOD",1990,"1,582,111",718,"836,011",1164.955406,USA,187,100139
"FINFISHES, UNC FOR FOOD",1998,"2,193,523",995,"654,316",657.6269569,USA,187,100139
"FINFISHES, UNC FOR FOOD",1977,"8,963,200","4,066","3,585,636",881.9366118,USA,187,100139
"FINFISHES, UNC FOR FOOD",1972,"7,120,500","3,230","1,119,965",346.7593813,USA,187,100139
"FINFISHES, UNC FOR FOOD",1986,"5,844,745","2,651","1,304,229",491.9517887,USA,187,100139
"FINFISHES, UNC FOR FOOD",1964,"8,596,150","3,899","551,162",141.3544684,USA,187,100139
"FINFISHES, UNC GENERAL",2010,"3,271,915","1,484","2,942,797",1982.86228,USA,187,100139
"FINFISHES, UNC GENERAL",1993,"55,040,832","24,966","9,546,942",382.3961873,USA,187,100139
"FINFISHES, UNC GENERAL",1950,"1,499,200",680,"22,001",32.3531899,USA,187,100139
"FINFISHES, UNC GENERAL",1996,"46,554,898","21,117","12,990,118",615.1513425,USA,187,100139
"FINFISHES, UNC GENERAL",1988,"123,482,136","56,011","38,930,119",695.0496954,USA,187,100139
"FINFISHES, UNC GENERAL",1952,"142,400",65,"5,265",81.51220579,USA,187,100139
"FINFISHES, UNC GENERAL",1995,"34,624,463","15,705","12,305,142",783.4979107,USA,187,100139
"FINFISHES, UNC GENERAL",1983,"75,380,374","34,192","10,486,944",306.7078704,USA,187,100139
"FINFISHES, UNC GENERAL",1987,"69,123,617","31,354","10,008,018",319.1948547,USA,187,100139
"FINFISHES, UNC GENERAL",1992,"11,980,525","5,434","7,991,829",1470.633967,USA,187,100139
"FINFISHES, UNC GENERAL",1978,"828,266",376,"165,661",440.9452859,USA,187,100139
"FINFISHES, UNC GENERAL",2003,"31,591,361","14,330","7,893,164",550.8293205,USA,187,100139
"FINFISHES, UNC GENERAL",2001,"21,363,998","9,691","13,923,031",1436.764275,USA,187,100139
"FINFISHES, UNC GENERAL",1951,"168,049",76,"17,071",223.9532088,USA,187,100139
"FINFISHES, UNC GENERAL",2006,"5,554,779","2,520","4,130,793",1639.460309,USA,187,100139
"FINFISHES, UNC GENERAL",1976,"13,150",6,"1,362",228.341902,USA,187,100139
"FINFISHES, UNC GENERAL",1991,"21,300,366","9,662","15,462,184",1600.361263,USA,187,100139
"FINFISHES, UNC GENERAL",2009,"6,694,589","3,037","4,624,570",1522.936156,USA,187,100139
"FINFISHES, UNC GENERAL",1997,"45,080,524","20,448","16,914,014",827.1646951,USA,187,100139
"FINFISHES, UNC GENERAL",1985,"69,312,157","31,439","10,745,911",341.7968724,USA,187,100139
"FINFISHES, UNC GENERAL",1980,"12,550,019","5,693","1,447,850",254.3392853,USA,187,100139
"FINFISHES, UNC GENERAL",2004,"6,068,661","2,753","4,997,776",1815.591615,USA,187,100139
"FINFISHES, UNC GENERAL",1979,"8,712,619","3,952","489,719",123.9174565,USA,187,100139
"FINFISHES, UNC GENERAL",2005,"57,163,647","25,929","7,822,153",301.675914,USA,187,100139
"FINFISHES, UNC GENERAL",1953,"278,200",126,"8,023",63.57903413,USA,187,100139
"FINFISHES, UNC GENERAL",1954,"26,400",12,"3,060",255.5358039,USA,187,100139
"FINFISHES, UNC GENERAL",1998,"30,863,602","13,999","16,091,903",1149.463157,USA,187,100139
"FINFISHES, UNC GENERAL",1971,100,0,11,242.5084884,USA,187,100139
"FINFISHES, UNC GENERAL",1977,"78,715,100","35,705","2,381,790",66.70826963,USA,187,100139
"FINFISHES, UNC GENERAL",1999,"18,427,220","8,358","14,175,069",1695.897579,USA,187,100139
"FINFISHES, UNC GENERAL",2002,"13,579,417","6,160","4,058,514",658.9010247,USA,187,100139
"FINFISHES, UNC GENERAL",2007,"7,030,945","3,189","3,756,774",1177.973792,USA,187,100139
"FINFISHES, UNC GENERAL",2008,"6,184,111","2,805","4,494,357",1602.228859,USA,187,100139
"FINFISHES, UNC GENERAL",1994,"25,075,910","11,374","13,282,139",1167.738443,USA,187,100139
"FINFISHES, UNC GENERAL",1986,"77,470,261","35,140","11,450,696",325.8600541,USA,187,100139
"FINFISHES, UNC GENERAL",1975,"1,200",1,"2,613",4800.565759,USA,187,100139
"FINFISHES, UNC GENERAL",1989,"91,419,894","41,467","11,572,773",279.0814563,USA,187,100139
"FINFISHES, UNC GENERAL",1984,"63,010,817","28,581","14,347,198",501.9797993,USA,187,100139
"FINFISHES, UNC GENERAL",1990,"65,627,784","29,768","12,260,705",411.8717097,USA,187,100139
"FINFISHES, UNC GENERAL",2000,"29,714,509","13,478","16,013,802",1188.119587,USA,187,100139
"FINFISHES, UNC GENERAL",1981,"16,262,724","7,377","6,255,368",847.9960553,USA,187,100139
"FINFISHES, UNC GENERAL",1982,"53,639,250","24,330","9,715,444",399.3137045,USA,187,100139
"FINFISHES, UNC SPAWN",1992,195,0,179,2023.730509,USA,187,100139
"FINFISHES, UNC SPAWN",1981,"4,900",2,"1,088",489.5162066,USA,187,100139
"FINFISHES, UNC SPAWN",1990,863,0,382,975.8584491,USA,187,100139
"FINFISHES, UNC SPAWN",1982,900,0,445,1090.063407,USA,187,100139
"FINFISHES, UNC SPAWN",1991,"21,656",10,"29,486",3001.731743,USA,187,100139
"FINFISHES, UNC SPAWN",1996,147,0,220,3299.435216,USA,187,100139
"FINFISHES, UNC SPAWN",1984,"13,000",6,"3,993",677.1583176,USA,187,100139
"FINFISHES, UNC SPAWN",1979,"7,400",3,"1,859",553.8369532,USA,187,100139
"FINFISHES, UNC SPAWN",1989,400,0,118,650.3636734,USA,187,100139
"FINFISHES, UNC SPAWN",1986,"1,400",1,394,620.443795,USA,187,100139
"FINFISHES, UNC SPAWN",1973,"7,700",3,"1,432",410.0025447,USA,187,100139
"FINFISHES, UNC SPAWN",1972,"21,300",10,"3,449",356.9832593,USA,187,100139
"FINFISHES, UNC SPAWN",2005,7,0,7,2204.622622,USA,187,100139
"FINFISHES, UNC SPAWN",1977,"21,700",10,"4,974",505.3360793,USA,187,100139
"FINFISHES, UNC SPAWN",2003,"1,707",1,"2,149",2775.473939,USA,187,100139
"FINFISHES, UNC SPAWN",1983,"2,000",1,"1,201",1323.875884,USA,187,100139
"FINFISHES, UNC SPAWN",2004,18,0,32,3919.329106,USA,187,100139
"FINFISHES, UNC SPAWN",1997,9,0,40,9798.322764,USA,187,100139
"FINFISHES, UNC SPAWN",1974,"2,200",1,359,359.7543278,USA,187,100139
"FINFISHES, UNC SPAWN",1980,"7,900",4,"3,464",966.6851598,USA,187,100139
