taxon_key,scientific_name,common_name,phylum,sub_phylum,super_class,class,super_order,order,suborder_infraorder,family,genus,species,comments_names,is_retired,taxon_group_id,taxon_level_id,functional_group_id,commercial_group_id,commercial,isscaap_id,cell_id,super_target,fb_spec_code,slb_spec_code,cla_code,ord_code,fam_code,gen_code,spe_code,slb_cla_code,slb_ord_code,slb_fam_code,slb_gen_code,is_use,is_taxa_used,is_mariculture_only,is_baltic_only,sl_max,slbl_max_type,sl_max_2,comments_sl_max,tl,se_tl,comments_tl,lat_north,lat_south,min_depth,max_depth,loo,woo,k,a,b,comments_growth,has_habitat_index,has_map,map_year,vulnerability,resilience,updated_by,date_updated,lineage,true_min_depth,true_max_depth
600361,Centropristis striata,Black seabass,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Centropristis,striata,,false,1,6,17,3,1,33,662,3,361,,6,60,289,1092,361,,,,,false,true,false,false,54,,,,3.89,0.19,,45,25,0,50,54.12,1770,0.36,0.01,2.97,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,31.39,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Centropristis.Striata,,
600269,Tinca tinca,Tench,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Cypriniformes,NA,Cyprinidae,Tinca,tinca,,false,1,6,5,12,2,11,601,3,269,,6,30,122,6222,269,,,,,false,false,false,true,70,,41,,3.69,,,64,36,0,50,70,4175,0.1,0.01,3.03,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,64.51,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Cypriniformes.NA.Cyprinidae.Tinca.Tinca,,
605394,Gymnothorax meleagris,Turkey moray,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Anguilliformes,NA,Muraenidae,Gymnothorax,meleagris,,false,1,6,18,12,2,33,1357,3,5394,,6,26,56,3758,5394,,,,,false,false,false,false,118,,118,,4.5,0.8,,32,-32,0,51,118.23,,,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; .,true,false,,52.31,,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Anguilliformes.NA.Muraenidae.Gymnothorax.Meleagris,,
601004,Selene vomer,Lookdown,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Selene,vomer,,false,1,6,5,3,2,37,,3,1004,,6,60,314,3554,1004,,,,,false,false,false,false,40,,,,4.29,0.35,,46,-45,0,53,39.61,688,0.41,0.01,2.94,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,30.57,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Selene.Vomer,,
605112,Dascyllus trimaculatus,Threespot dascyllus,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Pomacentridae,Dascyllus,trimaculatus,,false,1,6,16,3,2,39,1337,3,5112,,6,60,350,5141,5112,,,,,false,false,false,false,11,,10,,2.8,0.1,,30,-30,0,55,11.44,51,0.5,0.03,2.99,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,26.28,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Pomacentridae.Dascyllus.Trimaculatus,,
611111,Centropyge shepardi,Mango angelfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Pomacanthidae,Centropyge,shepardi,,false,1,6,16,3,2,33,1748,3,11111,,6,60,460,10313,11111,,,,,false,false,false,false,8,,,,2,0,,28,-15,0,56,7.59,10,0.97,0.03,2.89,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,14.21,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Pomacanthidae.Centropyge.Shepardi,,
601129,Haemulon bonariense,Black grunt,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Haemulidae,Haemulon,bonariense,,false,1,6,5,3,,33,,3,1129,,6,60,327,1239,1129,,,,,false,false,false,false,33,,,,3.54,0.51,,25,-33,0,59,32.8,470,0.18,0.01,2.97,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,43.59,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Haemulidae.Haemulon.Bonariense,,
606456,Cephalopholis urodeta,Darkfin hind,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Cephalopholis,urodeta,,false,1,6,16,3,1,33,1585,3,6456,,6,60,289,6535,6456,,,,,false,true,false,false,24,,18,,4.02,0.69,,35,-35,0,60,23.82,184,1.39,0.01,3.04,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,13.87,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Cephalopholis.Urodeta,,
604706,Plotosus lineatus,Striped eel catfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Siluriformes,NA,Plotosidae,Plotosus,lineatus,,false,1,6,17,12,2,39,1278,3,4706,,6,32,149,8595,4706,,,,,false,false,false,false,30,,30,,3.57,0.3,,38,-32,0,60,29.92,313,0.45,0.01,3.08,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,28.28,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Siluriformes.NA.Plotosidae.Plotosus.Lineatus,,
601921,Carangoides ferdau,Blue trevally,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Carangoides,ferdau,,false,1,6,2,3,2,37,1108,1,1921,,6,60,314,6620,1921,,,,,false,false,false,false,58,,58,,4.31,0.48,,32,-24,0,60,57.9,3843,0.21,0.03,2.93,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,43.95,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Carangoides.Ferdau,,
605581,Chaetodon unimaculatus,Teardrop butterflyfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Chaetodontidae,Chaetodon,unimaculatus,,false,1,6,16,3,2,39,1402,3,5581,,6,60,343,364,5581,,,,,false,false,false,false,16,,16,,3.28,0.31,,35,-35,0,60,16.44,126,0.92,0.03,3.01,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,15.01,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Chaetodontidae.Chaetodon.Unimaculatus,,
601180,Larimus breviceps,Shorthead drum,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sciaenidae,Larimus,breviceps,,false,1,6,4,3,2,33,908,3,1180,,6,60,331,5623,1180,,,,,false,false,false,false,25,,,,3.08,0.33,,90,-90,0,60,25.42,200,0.56,0.01,3.11,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,25.1,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sciaenidae.Larimus.Breviceps,,
606019,Naso annulatus,Whitemargin unicornfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Acanthuridae,Naso,annulatus,,false,1,6,17,3,1,33,1541,3,6019,,6,60,412,9831,6019,,,,,false,true,false,false,86,,86,,2.12,0.09,,32,-32,0,60,86.44,12150,0.21,0.03,2.93,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,45.06,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Naso.Annulatus,,
690168,Parapenaeopsis atlantica,Guinea shrimp,Arthropoda,Crustacea,NA,Malacostraca,NA,Decapoda,NA,Penaeidae,Parapenaeopsis,atlantica,,false,2,6,26,10,1,45,1917,6,,25248,901009,910032,900009,911690,925248,1009,10032,9,11690,false,true,false,false,17,,,,2.7,0.35,,20,-20,0,60,,,,,,,true,true,,,,Deng,2018-10-09,Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Penaeidae.Parapenaeopsis.Atlantica,,
604699,Sargocentron diadema,Crown squirrelfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Beryciformes,NA,Holocentridae,Sargocentron,diadema,,false,1,6,16,12,2,33,1276,3,4699,,6,53,243,10547,4699,,,,,false,false,false,false,15,,15,,3.37,0.17,,30,-32,0,60,14.77,50,1.29,0.02,2.99,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,12.44,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beryciformes.NA.Holocentridae.Sargocentron.Diadema,,
606444,Cephalopholis boenak,Chocolate hind,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Cephalopholis,boenak,,false,1,6,16,3,1,33,1577,3,6444,,6,60,289,6535,6444,,,,,false,true,false,false,25,,20,,4.07,0.62,,32,-32,0,64,14.85,97,0.49,0.01,3.05,SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.,true,true,,31.04,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Cephalopholis.Boenak,,
615484,Brevitrygon walga,Scaly whipray,Chordata,Vertebrata,Chondrichthyes,Elasmobranchii,Batoidea,Myliobatiformes,NA,Dasyatidae,Brevitrygon,walga,,false,,6,1,1,,,,,15484,,4,65,20,11120,15484,,,,,false,false,false,false,45,,,,,,,30,10,0,40,,,,0.00195,3.07,,true,true,,87.17,Low,Deng,2020-03-06,Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.Batoidea.Myliobatiformes.NA.Dasyatidae.Brevitrygon.Walga,,
601237,Sphyraena picudilla,Southern sennet,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sphyraenidae,Sphyraena,picudilla,,false,1,6,17,3,,39,,3,1237,,6,60,360,997,1237,,,,,false,false,false,false,56,,,,4.18,0.33,,32,-38,0,65,55.52,765,0.24,0.01,2.92,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,47.96,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Picudilla,,
606011,Acanthurus nigricans,Whitecheek surgeonfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Acanthuridae,Acanthurus,nigricans,,false,1,6,16,3,2,33,1537,3,6011,,6,60,412,9710,6011,,,,,false,false,false,false,17,,17,,2,0,,30,-24,0,67,17.1,103,0.28,0.03,2.93,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,33.71,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Acanthurus.Nigricans,,
604921,Scorpaenopsis diabolus,False stonefish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Scorpaeniformes,NA,Scorpaenidae,Scorpaenopsis,diabolus,,false,1,6,16,8,2,34,1308,3,4921,,6,59,264,8589,4921,,,,,false,false,false,false,25,,25,,4.2,0.73,,32,-26,0,70,25.27,,0.16,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,46.86,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Scorpaenidae.Scorpaenopsis.Diabolus,,
603249,Neoniphon marianus,Longjaw squirrelfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Beryciformes,NA,Holocentridae,Neoniphon,marianus,,false,1,6,16,12,,33,,3,3249,,6,53,243,3,3249,,,,,false,false,false,false,16,,,,3.57,0.4,,27,10,0,70,15.62,53,1.07,0.01,2.98,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,14.21,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beryciformes.NA.Holocentridae.Neoniphon.Marianus,,
601171,Cynoscion jamaicensis,Jamaica weakfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sciaenidae,Cynoscion,jamaicensis,,false,1,6,5,3,2,33,,3,1171,,6,60,331,5172,1171,,,,,false,false,false,false,41,,,,4.2,0.7,,11,-55,0,70,41,743,0.38,0.01,3.07,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,31.66,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sciaenidae.Cynoscion.Jamaicensis,,
600380,Trachinotus carolinus,Florida pompano,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Trachinotus,carolinus,,false,1,6,14,3,1,37,675,3,380,,6,60,314,2819,380,,,,,false,true,false,false,52,,,,3.5,0.6,,43,-9,5,70,52.48,,0.31,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,35.87,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Trachinotus.Carolinus,,
604355,Calotomus carolinus,Carolines parrotfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Scaridae,Calotomus,carolinus,,false,1,6,17,3,2,33,1223,3,4355,,6,60,364,8132,4355,,,,,false,false,false,false,44,,,,2,0,,30,-25,0,71,44.28,1513,0.34,0.01,3.11,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,34.6,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Scaridae.Calotomus.Carolinus,,
603283,Hippocampus erectus,Lined seahorse,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Syngnathiformes,NA,Syngnathidae,Hippocampus,erectus,,false,1,6,16,12,,39,,,3283,,6,57,258,5566,3283,,,,,,,,false,19,,,,6,,,50,5,0,73,,,,,,,true,false,,31.2,High,,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Syngnathiformes.NA.Syngnathidae.Hippocampus.Erectus,,
600899,Rhizoprionodon acutus,Milk shark,Chordata,Vertebrata,Chondrichthyes,Elasmobranchii,NA,Carcharhiniformes,NA,Carcharhinidae,Rhizoprionodon,acutus,,false,1,6,20,9,,38,,,899,,4,8,11,2481,899,,,,,,,,false,137.9310345,,,,6,,,35,-30,0,200,,,,,,,true,false,,60.97,Very low,,2018-10-09,Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Carcharhinidae.Rhizoprionodon.Acutus,,
622522,Aseraggodes melanostictus,Mottled sole,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Pleuronectiformes,NA,Soleidae,Aseraggodes,melanostictus,,false,1,6,23,7,2,31,1801,3,22522,,6,61,441,1558,22522,,,,,false,false,false,false,5,,,,3.3,0.46,,16,-18,0,73,4.92,1,1.31,0.01,3.07,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,10,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Soleidae.Aseraggodes.Melanostictus,,
600262,Lutjanus fulvus,Blacktail snapper,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Lutjanidae,Lutjanus,fulvus,,false,1,6,17,3,1,33,597,3,262,,6,60,323,1202,262,,,,,false,true,false,false,33,,29,,3.61,0.46,,34,-32,0,75,33.43,613,0.37,0.02,2.99,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,22.76,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lutjanidae.Lutjanus.Fulvus,,
601222,Calamus calamus,Saucereye porgy,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sparidae,Calamus,calamus,,false,1,6,17,3,2,33,,3,1222,,6,60,330,2964,1222,,,,,false,false,false,false,48,,,,3.5,0.17,,37,-33,0,75,48.09,2049,0.15,0.03,2.92,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,55.84,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sparidae.Calamus.Calamus,,
600458,Tautoga onitis,Tautog,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Labridae,Tautoga,onitis,,false,1,6,17,3,1,33,734,3,458,,6,60,362,777,458,,,,,false,true,false,false,78,,65,,3.33,0.47,,45,30,0,75,78.26,8041,0.12,0.01,3.05,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,69.45,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Tautoga.Onitis,,
602300,Balistoides conspicillum,Clown triggerfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Tetraodontiformes,NA,Balistidae,Balistoides,conspicillum,,false,1,6,17,12,2,33,1139,3,2300,,6,62,445,6300,2300,,,,,false,false,false,false,41,,,,3.31,0.39,,43,-33,0,75,41,1361,0.23,0.02,2.96,SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,37.89,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Tetraodontiformes.NA.Balistidae.Balistoides.Conspicillum,,
400002,Myxinidae,Hagfishes,Chordata,Vertebrata,Agnatha,Myxini,NA,Myxiniformes,NA,Myxinidae,,,,false,1,4,11,12,1,39,60,3,,,1,1,2,,,,,,,false,true,false,false,74,,,,3.45,0,,72,25,30,1200,,,,,,,true,false,,,,,2018-10-09,Chordata.Vertebrata.Agnatha.Myxini.NA.Myxiniformes.NA.Myxinidae,,
605820,Scorpaenopsis macrochir,Flasher scorpionfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Scorpaeniformes,NA,Scorpaenidae,Scorpaenopsis,macrochir,,false,1,6,16,8,2,34,1497,3,5820,,6,59,264,8589,5820,,,,,false,false,false,false,11,,,,3.87,0.68,,35,-25,0,75,11.15,18,0.34,0.01,3.02,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,32.48,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Scorpaenidae.Scorpaenopsis.Macrochir,,
600072,Gobius niger,Black goby,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Gobiidae,Gobius,niger,,false,1,6,4,3,1,33,473,3,72,,6,60,405,2112,72,,,,,false,true,false,false,15,,,,3.31,0.2,,66,20,0,75,14.76,35,0.38,0.01,3.07,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,37.68,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Gobiidae.Gobius.Niger,,
605994,Parupeneus pleurostigma,Sidespot goatfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Mullidae,Parupeneus,pleurostigma,,false,1,6,17,3,2,33,1533,3,5994,,6,60,332,2291,5994,,,,,false,false,false,false,29,,26,,3.41,0.24,,30,-30,0,75,28.63,,0.43,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,28.92,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Mullidae.Parupeneus.Pleurostigma,,
601893,Atule mate,Yellowtail scad,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Carangidae,Atule,mate,,false,1,6,1,3,1,37,1098,1,1893,,6,60,314,5254,1893,,,,,false,true,false,false,25,,26,,4.22,0.5,,35,-35,0,80,27,241,1.29,0.01,2.95,SLmax_old; SLinf from average of observed data for species; K from theta and average SLinf.,true,true,,19.03,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Atule.Mate,,
605988,Parupeneus trifasciatus,Doublebar goatfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Mullidae,Parupeneus,trifasciatus,,false,1,6,17,3,2,33,1527,3,5988,,6,60,332,2291,5988,,,,,false,false,false,false,30,,30,,3.54,0.5,,45,-45,0,80,29.55,377,0.41,0.01,3.2,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,29.77,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Mullidae.Parupeneus.Trifasciatus,,
601250,Aetobatus narinari,Spotted eagle ray,Chordata,Vertebrata,Chondrichthyes,Elasmobranchii,Batoidea,Myliobatiformes,NA,Myliobatidae,Aetobatus,narinari,,false,1,6,22,9,2,38,929,4,1250,,4,14,22,3987,1250,,,,,false,false,false,false,125,,145,,4.17,0.13,,43,-32,0,80,125.3,,0.19,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,74.46,Very low,Deng,2018-10-09,Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.Batoidea.Myliobatiformes.NA.Myliobatidae.Aetobatus.Narinari,,
601203,Diplectrum formosum,Sand perch,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Diplectrum,formosum,,false,1,6,4,3,1,33,912,3,1203,,6,60,289,10490,1203,,,,,false,true,false,false,25,,,,4.49,0.79,,37,-35,0,80,24.6,187,0.66,0.01,3.1,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,true,,14.62,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Diplectrum.Formosum,,
605531,Cymatoceps nasutus,Black musselcracker,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Sparidae,Cymatoceps,nasutus,,false,1,6,6,3,2,33,,3,5531,,6,60,330,7190,5531,,,,,false,false,false,false,120,,100,,3.56,0.4,,-22,-35,0,80,119.55,35262,0.05,0.02,3.06,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,76.41,Very low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sparidae.Cymatoceps.Nasutus,,
601265,Naso unicornis,Bluespine unicornfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Acanthuridae,Naso,unicornis,,false,1,6,17,3,1,33,938,3,1265,,6,60,412,9831,1265,,,,,false,true,false,false,62,,58,,2,0,,35,-33,0,80,62.23,4115,0.26,0.02,2.94,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,56.93,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Naso.Unicornis,,
604274,Aluterus monoceros,Unicorn leatherjacket filefish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Tetraodontiformes,NA,Monacanthidae,Aluterus,monoceros,,false,1,6,17,12,,39,,,4274,,6,62,517,5905,4274,,,,,,,,false,63.1029771,,,,6,,,43,-35,0,80,,,,,,,true,false,,63.21,Very low,,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Tetraodontiformes.NA.Monacanthidae.Aluterus.Monoceros,,
612586,Himantura granulata,Mangrove whipray,Chordata,Vertebrata,Chondrichthyes,Elasmobranchii,Batoidea,Myliobatiformes,NA,Dasyatidae,Himantura,granulata,,false,1,6,22,9,2,38,1759,4,12586,,4,14,20,1187,12586,,,,,false,false,false,false,193,,,,4.07,0.64,,10,-25,0,85,193.32,99407,,0.01,3.03,SLmax from Estimates table; SLinf from SLmax of Estimates table; .,true,true,,85.62,Low,Deng,2018-10-09,Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.Batoidea.Myliobatiformes.NA.Dasyatidae.Himantura.Granulata,,
607292,Synodus binotatus,Two-spot lizard fish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Aulopiformes,NA,Synodontidae,Synodus,binotatus,,false,1,6,16,12,2,33,1657,3,7292,,6,39,160,3034,7292,,,,,false,false,false,false,15,,13,,4,0.72,,26,-24,0,88,15.25,,1.09,,,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,11.03,High,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Aulopiformes.NA.Synodontidae.Synodus.Binotatus,,
690341,Panulirus homarus,Scalloped spiny lobster,Arthropoda,Crustacea,NA,Malacostraca,NA,Decapoda,NA,Palinuridae,Panulirus,homarus,,false,2,6,27,10,1,43,1999,7,,15031,901009,910032,900013,911390,915031,1009,10032,13,11390,false,true,false,false,31,TL,,,2.6,0.3,,40,-27,0,90,,,0.28,,,,true,true,,,,Deng,2018-10-09,Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Palinuridae.Panulirus.Homarus,,
600018,Epinephelus striatus,Nassau grouper,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Epinephelus,striatus,,false,1,6,18,3,1,33,442,3,18,,6,60,289,7755,18,,,,,false,true,false,false,105,,105,,4.06,,,35,-34,0,90,75,5757,0.12,0.01,3.04,SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.,true,false,,63.42,Low,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Epinephelus.Striatus,,
614248,Diplectrum pacificum,Inshore sand perch,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Serranidae,Diplectrum,pacificum,,false,1,6,4,3,,33,,3,14248,,6,60,289,10490,1203,,,,,false,false,false,false,23,,,,3.99,0.66,,32,-12,0,90,22.96,194,0.38,0.01,3.15,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,30.82,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Diplectrum.Pacificum,,
604581,Xyrichtys novacula,Pearly razorfish,Chordata,Vertebrata,Osteichthyes,Actinopterygii,NA,Perciformes,NA,Labridae,Xyrichtys,novacula,,false,1,6,16,3,2,33,1257,3,4581,,6,60,362,7944,4581,,,,,false,false,false,false,2,,2,,3.51,0.09,,60,-45,0,90,2.19,0,0.39,0.01,2.8,SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.,true,false,,36.27,Medium,Deng,2018-10-09,Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Xyrichtys.Novacula,,
