"TaxonKey","TaxonName","CommonName","TargetGrpNum","ISSCAAP","ClaCode","OrdCode","FamCode","GenCode","SpeCode"
600399,"Pomadasys argenteus","Silver grunt",5,33,6,60,327,3076,399
600400,"Brachydeuterus auritus","Bigeye grunt",4,33,6,60,327,5966,400
600401,"Conodon nobilis","Barred grunt",4,33,6,60,327,4477,401
600403,"Cynoscion analis","Peruvian weakfish",5,33,6,60,331,5172,403
600405,"Cynoscion nebulosus","Spotted weakfish",5,33,6,60,331,5172,405
600406,"Cynoscion regalis","Squeteague",5,33,6,60,331,5172,406
600407,"Cynoscion striatus","Striped weakfish",5,33,6,60,331,5172,407
600408,"Micropogonias undulatus","Atlantic croaker",5,33,6,60,331,124,408
600409,"Menticirrhus americanus","Southern kingcroaker",5,33,6,60,331,1467,409
600410,"Menticirrhus saxatilis","Northern kingcroaker",5,33,6,60,331,1467,410
600411,"Menticirrhus littoralis","Gulf kingcroaker",5,33,6,60,331,1467,411
600412,"Elagatis bipinnulata","Rainbow runner",3,37,6,60,314,1900,412
600413,"Umbrina canosai","Argentine croaker",5,33,6,60,331,1644,413
600416,"Larimichthys polyactis","Yellow croaker",14,33,6,60,331,10564,416
600417,"Macrodon ancylodon","King weakfish",5,33,6,60,331,1715,417
600418,"Argyrosomus regius","Meagre",15,33,6,60,331,4240,418
600419,"Argyrosomus hololepidotus","Southern meagre",6,33,6,60,331,4240,419
600420,"Atractoscion aequidens","Geelbeck croaker",15,33,6,60,331,7252,420
600422,"Genyonemus lineatus","White croaker",14,33,6,60,331,7639,422
600423,"Pteroscion peli","Boe drum",14,33,6,60,331,5397,423
600424,"Paralonchurus peruanus","Peruvian banded croaker",5,33,6,60,331,8709,424
600425,"Pogonias cromis","Black drum",6,33,6,60,331,10160,425
600426,"Epinephelus aeneus","White grouper",6,33,6,60,289,7755,426
600427,"Nibea mitsukurii","Honnibe croaker",14,33,6,60,331,7311,427
600428,"Larimichthys crocea","Large yellow croaker",14,33,6,60,331,10564,428
600429,"Leiostomus xanthurus","Spot croaker",5,33,6,60,331,4754,429
600432,"Pseudotolithus senegalensis","Cassava croaker",6,33,6,60,331,9197,432
600433,"Pseudotolithus elongatus","Bobo croaker",5,33,6,60,331,9197,433
600434,"Pennahia argentata","Silver croaker",14,33,6,60,331,10381,434
600436,"Pagellus bellottii","Red pandora",5,33,6,60,330,5351,436
600438,"Dentex macrophthalmus","Largeeye dentex",14,33,6,60,330,1038,438
600439,"Dentex dentex","Common dentex",15,33,6,60,330,1038,439
600440,"Dentex angolensis","Angola dentex",4,33,6,60,330,1038,440
600441,"Archosargus probatocephalus","Sheepshead",5,33,6,60,330,9352,441
600442,"Argyrops spinifer","King soldierbream",5,33,6,60,330,7223,442
600443,"Argyrozona argyrozona","Carpenter seabream",14,33,6,60,330,6488,443
600444,"Cheimerius nufar","Santer seabream",17,33,6,60,330,6388,444
600445,"Pagrus major","Red seabream",6,33,6,60,330,480,445
600447,"Petrus rupestris","Red steenbras",6,33,6,60,330,1885,447
600448,"Pterogymnus laniarius","Panga seabream",14,33,6,60,330,6539,448
600449,"Rhabdosargus globiceps","White stumpnose",14,33,6,60,330,2270,449
600450,"Lithognathus lithognathus","White steenbras",15,33,6,60,330,5546,450
600452,"Stenotomus chrysops","Scup",5,33,6,60,330,3555,452
600453,"Pseudupeneus prayensis","West African goatfish",5,33,6,60,332,2722,453
600454,"Drepane punctata","Spotted sicklefish",17,13,6,60,510,4839,454
600458,"Tautoga onitis","Tautog",17,33,6,60,362,777,458
600460,"Nemadactylus bergi","Castaneta",5,39,6,60,355,2944,460
600461,"Cheilodactylus variegatus","Peruvian morwong",14,39,6,60,355,5306,461
600463,"Arctoscopus japonicus","Japanese sandfish",10,39,6,60,365,6484,463
600464,"Parapercis colias","New Zealand blue cod",5,39,6,60,371,3900,464
600465,"Percophis brasiliensis","Brazilian flathead",5,39,6,60,370,3736,465
600466,"Eleginops maclovinus","Patagonian blennie",14,33,6,60,595,1663,466
600467,"Dissostichus eleginoides","Patagonian toothfish",12,33,6,60,382,6763,467
600468,"Notothenia rossii","Marbled rockcod",5,33,6,60,382,9344,468
600472,"Pleuragramma antarctica","Antarctic silverfish",1,33,6,60,382,9558,472
600473,"Chaenocephalus aceratus","Blackfin icefish",5,34,6,60,384,8588,473
600474,"Champsocephalus gunnari","Mackerel icefish",2,34,6,60,384,2183,474
600475,"Pseudochaenichthys georgianus","South Georgia icefish",5,34,6,60,384,7680,475
600476,"Chionodraco rastrospinosus","Ocellated icefish",14,34,6,60,384,1629,476
600477,"Channichthys rhinoceratus","Unicorn icefish",5,34,6,60,384,1177,477
600478,"Chaenodraco wilsoni","Spiny icefish",14,34,6,60,384,4685,478
600479,"Zoarces viviparus","Eelpout",5,39,6,60,188,2680,479
600480,"Zoarces americanus","Ocean pout",6,39,6,60,188,2680,480
600481,"Trisopterus minutus","Poor cod",14,32,6,44,183,4081,481
600482,"Genypterus blacodes","Pink cusk-eel",12,34,6,45,186,3282,482
600483,"Genypterus chilensis","Red cusk-eel",12,34,6,45,186,3282,483
600484,"Genypterus maculatus","Black cuskeel",5,34,6,45,186,3282,484
600485,"Genypterus capensis","Kingklip",12,34,6,45,186,3282,485
600486,"Brotula barbata","Bearded brotula",14,34,6,45,186,2662,486
600487,"Ammodytes personatus","Pacific sandlance",4,39,6,60,402,5436,487
600488,"Hypoptychus dybowskii","Korean sandeel",13,39,6,56,403,3212,488
600489,"Thyrsites atun","Snoek",15,37,6,60,414,8539,489
600490,"Thyrsitops lepidopoides","White snake mackerel",14,37,6,60,414,2327,490
600491,"Pampus argenteus","Silver pomfret",14,37,6,60,425,550,491
600492,"Peprilus triacanthus","Atlantic butterfish",13,37,6,60,425,2567,492
600493,"Peprilus simillimus","Pacific pompano",13,37,6,60,425,2567,493
600496,"Hyperoglyphe antarctica","Bluenose warehou",15,34,6,60,421,1685,496
600497,"Psenopsis anomala","Pacific rudderfish",13,34,6,60,421,1599,497
600501,"Sebastes norvegicus","Golden redfish",14,33,6,59,573,2902,61067
600502,"Sebastes entomelas","Widow rockfish",2,33,6,59,573,2902,502
600503,"Sebastes flavidus","Yellowtail rockfish",17,33,6,59,573,2902,503
600504,"Sebastes alutus","Pacific ocean perch",5,33,6,59,573,2902,504
600505,"Sebastes mentella","Beaked redfish",8,33,6,59,573,2902,505
600506,"Sebastes capensis","Cape redfish",5,33,6,59,573,2902,506
600507,"Chelidonichthys kumu","Bluefin gurnard",5,34,6,59,266,8565,507
600508,"Pterygotrigla polyommata","Latchet",5,34,6,59,266,2569,508
600509,"Ophiodon elongatus","Lingcod",6,39,6,59,271,1915,509
600510,"Pleurogrammus azonus","Okhostk atka mackerel",5,39,6,59,271,1665,510
600512,"Anoplopoma fimbria","Sablefish",12,39,6,59,270,3471,512
600513,"Psettodes erumei","Indian halibut",23,31,6,61,437,5239,513
600514,"Hippoglossus stenolepis","Pacific halibut",24,31,6,61,440,6785,514
600516,"Reinhardtius hippoglossoides","Greenland halibut",23,31,6,61,440,1160,516
600517,"Atheresthes stomias","Arrowtooth flounder",23,31,6,61,440,5992,517
600518,"Atheresthes evermanni","Kamchatka flounder",24,31,6,61,440,5992,518
600519,"Hippoglossoides elassodon","Flathead sole",23,31,6,61,440,3497,519
600520,"Limanda aspera","Yellowfin sole",23,31,6,61,440,843,520
600521,"Limanda ferruginea","Yellowtail flounder",23,31,6,61,440,843,521
600524,"Pseudopleuronectes americanus","Winter flounder",23,31,6,61,440,4800,524
600525,"Solea solea","Common sole",23,31,6,61,441,579,525
600526,"Dicologlossa cuneata","Wedge sole",23,31,6,61,441,8279,526
600527,"Austroglossus microlepis","West coast sole",23,31,6,61,441,7350,527
600528,"Austroglossus pectoralis","Mud sole",23,31,6,61,441,7350,528
600529,"Scophthalmus rhombus","Brill",23,31,6,61,515,5528,529
600530,"Scophthalmus aquosus","Windowpane flounder",23,31,6,61,515,5528,530
600531,"Stephanolepis cirrhifer","Thread-sail filefish",4,39,6,62,517,4099,531
600532,"Lophius americanus","American angler",6,34,6,47,190,2156,532
600538,"Anchoa spinifer","Spicule anchovy",1,35,6,28,454,5863,538
600545,"Anchoa mitchilli","Bay anchovy",1,35,6,28,454,5863,545
600547,"Cetengraulis edentulus","Atlantic anchoveta",1,35,6,28,454,6317,547
600548,"Cetengraulis mysticetus","Pacific anchoveta",1,35,6,28,454,6317,548
600552,"Lycengraulis grossidens","Atlantic sabretooth anchovy",1,35,6,28,454,405,552
600555,"Encrasicholina devisi","Devis anchovy",1,35,6,28,454,7622,555
600556,"Encrasicholina heteroloba","Shorthead anchovy",1,35,6,28,454,7622,556
600558,"Encrasicholina punctifer","Buccaneer anchovy",1,35,6,28,454,7622,558
600569,"Stolephorus indicus","Indian anchovy",1,35,6,28,454,6287,569
600571,"Stolephorus insularis","Hardenbergs anchovy",1,35,6,28,454,6287,571
600572,"Labrus bergylta","Ballan wrasse",17,33,6,60,362,719,572
600575,"Stolephorus pacificus","Pacific anchovy",1,35,6,28,454,6287,575
600578,"Stolephorus waitei","Spotty face anchovy",1,35,6,28,454,6287,578
600582,"Thryssa baelama","Baelama anchovy",16,35,6,28,454,9432,582
600611,"Setipinna taty","Scaly hairfin anchovy",1,35,6,28,454,213,611
600625,"Coilia dussumieri","Goldspotted grenadier anchovy",1,35,6,28,454,4753,625
600636,"Heptranchias perlo","Sharpnose sevengill shark",20,38,4,4,5,2342,636
600637,"Hexanchus griseus","Bluntnose sixgill shark",20,38,4,4,5,5258,637
600641,"Echinorhinus brucus","Bramble shark",20,38,4,9,499,470,641
600645,"Lepidopus caudatus","Silver scabbardfish",12,34,6,60,415,2370,645
600646,"Aphanopus carbo","Black scabbardfish",15,34,6,60,415,21,646
600648,"Centrophorus granulosus","Gulper shark",20,38,4,9,558,3871,648
600650,"Centrophorus lusitanicus","Lowfin gulper shark",20,38,4,9,558,3871,650
600653,"Centrophorus squamosus","Leafscale gulper shark",20,38,4,9,558,3871,653
600656,"Centroscyllium fabricii","Black dogfish",19,38,4,9,638,2728,656
600662,"Centroscymnus coelolepis","Portuguese dogfish",20,38,4,9,658,4116,662
600663,"Centroscymnus crepidater","Longnose velvet dogfish",20,38,4,9,658,4116,663
600664,"Centroscymnus owstonii","Roughskin dogfish",20,38,4,9,658,4116,664
600669,"Dalatias licha","Kitefin shark",20,38,4,9,557,9547,669
600670,"Deania calcea","Birdbeak dogfish",20,38,4,9,558,8487,670
600671,"Deania hystricosa","Rough longnose dogfish",19,38,4,9,558,8487,671
600679,"Etmopterus granulosus","Southern lanternshark",19,38,4,9,638,4127,679
600683,"Etmopterus princeps","Great lanternshark",19,38,4,9,638,4127,683
600687,"Etmopterus spinax","Velvet belly",19,38,4,9,638,4127,687
600692,"Lichia amia","Leerfish",3,37,6,60,314,3335,692
600695,"Limanda limanda","Common dab",23,31,6,61,440,843,695
600700,"Scymnodon ringens","Knifetooth dogfish",19,38,4,9,658,2120,700
600704,"Somniosus rostratus","Little sleeper shark",20,38,4,9,658,6376,704
600706,"Lithognathus mormyrus","Sand steenbras",14,33,6,60,330,5546,706
600708,"Squalus blainville","Longnose spurdog",19,38,4,9,13,128,708
600716,"Lophius piscatorius","Angler",12,34,6,47,190,2156,716
600718,"Oxynotus centrina","Angular roughshark",20,38,4,9,659,1334,718
600719,"Oxynotus paradoxus","Sailfin roughshark",20,38,4,9,659,1334,719
600727,"Squatina argentina","Argentine angelshark",20,38,4,11,15,3432,727
600729,"Squatina californica","Pacific angelshark",20,38,4,11,15,3432,729
600731,"Squatina dumeril","Atlantic angel shark",20,38,4,11,15,3432,731
600736,"Squatina squatina","Angelshark",20,38,4,11,15,3432,736
600747,"Carcharias taurus","Sand tiger shark",20,38,4,7,8,7779,747
600751,"Carcharodon carcharias","Great white shark",20,38,4,7,9,479,751
600752,"Isurus oxyrinchus","Shortfin mako",20,38,4,7,9,6652,752
600753,"Isurus paucus","Longfin mako",20,38,4,7,9,6652,753
600754,"Maurolicus muelleri","Silvery lightfish",7,39,6,37,89,4942,754
600779,"Apristurus profundorum","Deepwater catshark",19,38,4,8,10,8966,779
600785,"Mugil cephalus","Flathead grey mullet",15,33,6,63,359,3595,785
600790,"Mullus barbatus barbatus","Red mullet",5,33,6,60,332,2801,790
600797,"Cephaloscyllium isabellum","Draughtsboard shark",19,38,4,8,10,7165,797
600807,"Galeus melastomus","Blackmouth catshark",19,38,4,8,10,7260,807
600808,"Galeus murinus","Mouse catshark",19,38,4,8,10,7260,808
600810,"Carcharhinus altimus","Bignose shark",20,38,4,8,11,1358,859
600817,"Bythaelurus canescens","Dusky catshark",19,38,4,8,10,9411,817
600845,"Scyliorhinus canicula","Smallspotted catshark",19,38,4,8,10,694,845
600850,"Oblada melanura","Saddled seabream",13,33,6,60,330,8968,850
600854,"Scyliorhinus stellaris","Nursehound",20,38,4,8,10,694,854
600857,"Carcharhinus acronotus","Blacknose shark",20,38,4,8,11,1358,857
600858,"Carcharhinus albimarginatus","Silvertip shark",20,38,4,8,11,1358,858
600861,"Carcharhinus amblyrhynchos","Blacktail reef shark",20,38,4,8,11,1358,861
600864,"Carcharhinus brachyurus","Copper shark",20,38,4,8,11,1358,864
600865,"Carcharhinus brevipinna","Spinner shark",20,38,4,8,11,1358,865
600867,"Carcharhinus dussumieri","Whitecheek shark",19,38,4,8,11,1358,867
600868,"Carcharhinus falciformis","Silky shark",20,38,4,8,11,1358,868
600870,"Carcharhinus galapagensis","Galapagos shark",20,38,4,8,11,1358,870
600872,"Carcharhinus isodon","Finetooth shark",20,38,4,8,11,1358,872
600873,"Carcharhinus leucas","Bull shark",20,38,4,8,11,1358,873
600874,"Carcharhinus limbatus","Blacktip shark",20,38,4,8,11,1358,874
600875,"Carcharhinus longimanus","Oceanic whitetip shark",20,38,4,8,11,1358,875
600876,"Carcharhinus macloti","Hardnose shark",19,38,4,8,11,1358,876
600877,"Carcharhinus melanopterus","Blacktip reef shark",20,38,4,8,11,1358,877
600878,"Carcharhinus obscurus","Dusky shark",20,38,4,8,11,1358,878
600880,"Carcharhinus plumbeus","Sandbar shark",20,38,4,8,11,1358,880
600881,"Carcharhinus porosus","Smalltail shark",20,38,4,8,11,1358,881
600884,"Carcharhinus sorrah","Spottail shark",20,38,4,8,11,1358,884
600886,"Galeocerdo cuvier","Tiger shark",20,38,4,8,11,3620,886
600889,"Pagellus acarne","Axillary seabream",14,33,6,60,330,5351,889
600890,"Pagellus bogaraveo","Blackspot seabream",14,33,6,60,330,5351,890
600893,"Pagellus erythrinus","Common pandora",14,33,6,60,330,5351,893
600897,"Negaprion brevirostris","Lemon shark",20,38,4,8,11,5927,897
600898,"Prionace glauca","Blue shark",20,38,4,8,11,2875,898
600899,"Rhizoprionodon acutus","Milk shark",20,38,4,8,11,2481,899
600903,"Rhizoprionodon porosus","Caribbean sharpnose shark",20,38,4,8,11,2481,903
600905,"Rhizoprionodon terraenovae","Atlantic sharpnose shark",20,38,4,8,11,2481,905
600907,"Triaenodon obesus","Whitetip reef shark",20,38,4,8,11,6823,907
600912,"Sphyrna lewini","Scalloped hammerhead",20,38,4,8,12,30,912
600914,"Sphyrna mokarran","Great hammerhead",20,38,4,8,12,30,914
600915,"Sphyrna tiburo","Bonnethead",20,38,4,8,12,30,915
600917,"Sphyrna zygaena","Smooth hammerhead",20,38,4,8,12,30,917
600918,"Caesio caerulaurea","Blue and gold fusilier",17,39,6,60,459,4855,918
600920,"Caesio lunaris","Lunar fusilier",17,39,6,60,459,4855,920
600923,"Caesio teres","Yellow and blueback fusilier",17,39,6,60,459,4855,923
600925,"Anchoa marinii","Marini's anchovy",1,35,6,28,454,5863,925
600935,"Pterocaesio marri","Marr's fusilier",16,39,6,60,459,288,935
600936,"Pterocaesio pisang","Banana fusilier",16,39,6,60,459,288,936
600939,"Pterocaesio tile","Darkbanded fusilier",16,39,6,60,459,288,939
600940,"Dasyatis akajei","Whip stingray",22,38,4,14,20,1943,940
600941,"Atrobucca nibe","Blackmouth croaker",5,33,6,60,331,9495,941
600942,"Acanthurus bahianus","Ocean surgeon",17,33,6,60,412,9710,942
600947,"Ariopsis felis","Hardhead sea catfish",17,33,6,32,145,8467,947
600948,"Sciades couma","Couma sea catfish",5,33,6,32,145,1656,948
600949,"Notarius grandicassis","Thomas sea catfish",5,33,6,32,145,7606,949
600950,"Platycephalus indicus","Bartail flathead",5,33,6,59,273,5315,950
600952,"Sciades parkeri","Gillbacker sea catfish",6,33,6,32,145,1656,952
600953,"Sciades passany","Passany sea catfish",5,33,6,32,145,1656,953
600954,"Amphiarius phrygiatus","Kukwari sea catfish",4,33,6,32,145,10727,954
600955,"Sciades proops","Crucifix sea catfish",5,33,6,32,145,1656,955
600956,"Aspistor quadriscutis","Bressou sea catfish",5,33,6,32,145,4775,956
600958,"Bagre bagre","Coco sea catfish",5,33,6,32,145,8470,958
600959,"Bagre marinus","Gafftopsail sea catfish",18,33,6,32,145,8470,959
600960,"Cathorops spixii","Madamango sea catfish",18,33,6,32,145,5567,960
600964,"Aulostomus maculatus","Trumpetfish",18,39,6,57,253,4704,964
600966,"Melichthys niger","Black triggerfish",17,33,6,62,445,3393,966
600967,"Amphichthys cryptocentrus","Bocon toadfish",5,33,6,46,189,6017,967
600972,"Ablennes hians","Flat needlefish",3,37,6,51,207,4864,972
600974,"Strongylura marina","Atlantic needlefish",18,37,6,51,207,666,974
600977,"Tylosurus crocodilus","Hound needlefish",3,37,6,51,207,1044,977
600980,"Paralichthys albigutta","Gulf flounder",18,31,6,61,514,665,980
600981,"Paralichthys lethostigma","Southern flounder",18,31,6,61,514,665,981
600983,"Caulolatilus chrysops","Atlantic goldeye tilefish",5,34,6,60,308,1615,983
600984,"Caulolatilus cyanops","Blackline tilefish",18,34,6,60,308,1615,984
600987,"Caulolatilus microps","Grey tilefish",5,34,6,60,308,1615,987
600988,"Alectis ciliaris","African pompano",3,37,6,60,314,2433,988
600993,"Decapterus macarellus","Mackerel scad",2,37,6,60,314,10590,993
600994,"Decapterus punctatus","Round scad",14,37,6,60,314,10590,994
600997,"Hemicaranx amblyrhynchus","Bluntnose jack",2,37,6,60,314,2762,997
600998,"Naucrates ductor","Pilotfish",2,37,6,60,314,5585,998
601002,"Pseudocaranx dentex","White trevally",15,37,6,60,314,9756,1002
601004,"Selene vomer","Lookdown",5,37,6,60,314,3554,1004
601005,"Seriola dumerili","Greater amberjack",18,37,6,60,314,7464,1005
601006,"Seriola fasciata","Lesser amberjack",14,37,6,60,314,7464,1006
601007,"Seriola rivoliana","Longfin yellowtail",15,37,6,60,314,7464,1007
601008,"Seriola zonata","Banded rudderfish",14,37,6,60,314,7464,1008
601009,"Trachinotus cayennensis","Cayenne pompano",5,37,6,60,314,2819,1009
601010,"Trachinotus falcatus","Permit",18,37,6,60,314,2819,1010
601011,"Trachinotus goodei","Great pompano",17,37,6,60,314,2819,1011
601012,"Uraspis secunda","Cottonmouth jack",2,37,6,60,314,9265,1012
601013,"Centropomus ensiferus","Swordspine snook",18,33,6,60,287,549,1013
601015,"Centropomus pectinatus","Tarpon snook",14,33,6,60,287,549,1015
601021,"Dactylopterus volitans","Flying gurnard",17,39,6,59,285,1858,1021
601022,"Diodon hystrix","Spot-fin porcupinefish",17,39,6,62,449,822,1022
601023,"Trisopterus esmarkii","Norway pout",14,32,6,44,183,4081,1023
601024,"Chaetodipterus faber","Atlantic spadefish",5,33,6,60,340,3445,1024
601030,"Cheilopogon melanurus","Atlantic flyingfish",1,37,6,51,206,4971,1030
601042,"Lepidocybium flavobrunneum","Escolar",9,37,6,60,414,2326,1042
601043,"Sardinella aurita","Round sardinella",1,35,6,28,43,3475,1043
601044,"Ruvettus pretiosus","Oilfish",15,37,6,60,414,1045,1044
601047,"Sardinella maderensis","Madeiran sardinella",2,35,6,28,43,3475,1047
601048,"Diapterus rhombeus","Caitipa mojarra",5,33,6,60,326,6023,1048
601049,"Eucinostomus argenteus","Silver mojarra",4,33,6,60,326,722,1049
601052,"Eucinostomus melanopterus","Flagfin mojarra",18,33,6,60,326,722,1052
601054,"Gerres cinereus","Yellow fin mojarra",16,33,6,60,326,2344,1054
601055,"Saurida undosquamis","Brushtooth lizardfish",5,33,6,39,160,8444,1055
601056,"Rypticus saponaceus","Greater soapfish",17,33,6,60,289,816,1056
601058,"Hemiramphus bermudensis","Bermuda halfbeak",2,39,6,51,475,5247,1058
601059,"Hemiramphus brasiliensis","Ballyhoo halfbeak",2,39,6,51,475,5247,1059
601061,"Holocentrus adscensionis","Squirrelfish",17,33,6,53,243,1088,1061
601062,"Holocentrus rufus","Longspine squirrelfish",17,33,6,53,243,1088,1062
601063,"Myripristis jacobus","Blackbar soldierfish",16,33,6,53,243,5158,1063
601066,"Bodianus pulchellus","Spotfin hogfish",16,33,6,60,362,1995,1066
601067,"Bodianus rufus","Spanish hogfish",17,33,6,60,362,1995,1067
601068,"Halichoeres radiatus","Puddingwife wrasse",17,33,6,60,362,1901,1068
601070,"Lutjanus fulgens","Golden African snapper",18,33,6,60,323,1202,1070
601071,"Lachnolaimus maximus","Hogfish",17,33,6,60,362,219,1071
601072,"Lampris guttatus","Opah",9,39,6,41,222,4375,1072
601077,"Lobotes surinamensis","Tripletail",15,39,6,60,325,165,1077
601078,"Lophius gastrophysus","Blackfin goosefish",11,34,6,47,190,2156,1078
601079,"Megalops atlanticus","Tarpon",3,35,6,23,47,5018,1079
601080,"Merluccius albidus","Offshore silver hake",11,32,6,44,184,1339,1080
601081,"Aluterus schoepfii","Orange filefish",17,39,6,62,517,5905,1081
601084,"Scomberesox saurus saurus","Atlantic saury",2,34,6,51,208,3541,1084
601086,"Mugil curema","White mullet",14,33,6,63,359,3595,1086
601089,"Mugil incilis","Parassi mullet",5,33,6,63,359,3595,1089
601090,"Mugil liza","Lebranche mullet",5,33,6,63,359,3595,1090
601092,"Mulloidichthys martinicus","Yellow goatfish",17,33,6,60,332,10232,1092
601094,"Pseudupeneus maculatus","Spotted goatfish",17,33,6,60,332,2722,1094
601107,"Lactophrys trigonus","Buffalo trunkfish",17,33,6,62,446,1405,1107
601110,"Polydactylus octonemus","Atlantic threadfin",4,33,6,60,361,5203,1110
601117,"Pomacanthus arcuatus","Gray angelfish",17,33,6,60,460,1144,1117
601119,"Abudefduf saxatilis","Sergeant-major",16,39,6,60,350,7803,1119
601122,"Microspathodon chrysurus","Yellowtail damselfish",16,39,6,60,350,958,1122
601124,"Anisotremus virginicus","Porkfish",17,33,6,60,327,1849,1124
601126,"Haemulon album","White margate",17,33,6,60,327,1239,1126
601128,"Haemulon aurolineatum","Tomtate grunt",16,33,6,60,327,1239,1128
601129,"Haemulon bonariense","Black grunt",5,33,6,60,327,1239,1129
601130,"Haemulon boschmae","Bronzestripe grunt",16,33,6,60,327,1239,1130
601133,"Anchoa hepsetus","Broadstriped anchovy",1,35,6,28,454,5863,1133
601135,"Haemulon flavolineatum","French grunt",16,33,6,60,327,1239,1135
601139,"Haemulon parra","Sailor's grunt",17,33,6,60,327,1239,1139
601140,"Haemulon plumierii","White grunt",17,33,6,60,327,1239,1140
601141,"Haemulon sciurus","Bluestriped grunt",17,33,6,60,327,1239,1141
601142,"Haemulon steindachneri","Cherechere grunt",16,33,6,60,327,1239,1142
601146,"Pomadasys corvinaeformis","Roughneck grunt",4,33,6,60,327,3076,1146
601149,"Priacanthus arenatus","Atlantic bigeye",17,33,6,60,303,5555,1149
601150,"Heteropriacanthus cruentatus","Glasseye",17,33,6,60,303,10162,1150
601153,"Scarus coeruleus","Blue parrotfish",18,33,6,60,364,4784,1153
601158,"Sparisoma aurofrenatum","Redband parrotfish",16,33,6,60,364,4306,1158
601159,"Sparisoma chrysopterum","Redtail parrotfish",17,33,6,60,364,4306,1159
601160,"Sparisoma rubripinne","Redfin parrotfish",17,33,6,60,364,4306,1160
601161,"Sparisoma viride","Stoplight parrotfish",17,33,6,60,364,4306,1161
601163,"Anchoa nasus","Longnose anchovy",1,35,6,28,454,5863,1163
601164,"Sparus aurata","Gilthead seabream",5,33,6,60,330,927,1164
601165,"Bairdiella chrysoura","Silver croaker",4,33,6,60,331,3481,1165
601166,"Bairdiella ronchus","Ground croaker",4,33,6,60,331,3481,1166
601168,"Ctenosciaena gracilicirrhus","Barbel drum",4,33,6,60,331,2845,1168
601169,"Cynoscion acoupa","Acoupa weakfish",6,33,6,60,331,5172,1169
601170,"Cynoscion arenarius","Sand weakfish",5,33,6,60,331,5172,1170
601171,"Cynoscion jamaicensis","Jamaica weakfish",5,33,6,60,331,5172,1171
601173,"Cynoscion leiarchus","Smooth weakfish",5,33,6,60,331,5172,1173
601175,"Cynoscion nothus","Silver seatrout",18,33,6,60,331,5172,1175
601177,"Cynoscion steindachneri","Smalltooth weakfish",6,33,6,60,331,5172,1177
601178,"Cynoscion virescens","Green weakfish",6,33,6,60,331,5172,1178
601179,"Isopisthus parvipinnis","Bigtooth corvina",4,33,6,60,331,8424,1179
601180,"Larimus breviceps","Shorthead drum",4,33,6,60,331,5623,1180
601181,"Sphoeroides maculatus","Northern puffer",5,33,6,62,448,4586,1181
601182,"Larimus fasciatus","Banded drum",4,33,6,60,331,5623,1182
601184,"Nebris microps","Smalleye croaker",5,33,6,60,331,3159,1184
601187,"Paralonchurus brasiliensis","Banded croaker",4,33,6,60,331,8709,1187
601191,"Sciaenops ocellatus","Red drum",6,33,6,60,331,5986,1191
601196,"Stellifer rastrifer","Rake stardrum",4,33,6,60,331,3811,1196
601198,"Stromateus fiatola","Blue butterfish",14,37,6,60,425,5813,1198
601199,"Umbrina coroides","Sand drum",18,33,6,60,331,1644,1199
601201,"Scorpaena plumieri","Spotted scorpionfish",17,34,6,59,264,4531,1201
601203,"Diplectrum formosum","Sand perch",4,33,6,60,289,10490,1203
601204,"Epinephelus drummondhayi","Speckled hind",6,33,6,60,289,7755,1204
601205,"Hyporthodus flavolimbatus","Yellowedge grouper",6,33,6,60,289,6241,1205
601206,"Hyporthodus mystacinus","Misty grouper",12,33,6,60,289,6241,1206
601207,"Hyporthodus nigritus","Warsaw grouper",6,33,6,60,289,6241,1207
601208,"Hyporthodus niveatus","Snowy grouper",6,33,6,60,289,6241,1208
601209,"Mycteroperca bonaci","Black grouper",18,33,6,60,289,4738,1209
601211,"Mycteroperca interstitialis","Yellowmouth grouper",17,33,6,60,289,4738,1211
601212,"Mycteroperca microlepis","Gag",6,33,6,60,289,4738,1212
601213,"Mycteroperca phenax","Scamp",17,33,6,60,289,4738,1213
601214,"Mycteroperca rubra","Mottled grouper",6,33,6,60,289,4738,1214
601215,"Mycteroperca tigris","Tiger grouper",17,33,6,60,289,4738,1215
601216,"Mycteroperca venenosa","Yellowfin grouper",17,33,6,60,289,4738,1216
601217,"Paranthias furcifer","Creolefish",14,33,6,60,289,3721,1217
601219,"Archosargus rhomboidalis","Western Atlantic seabream",17,33,6,60,330,9352,1219
601220,"Calamus arctifrons","Grass porgy",18,33,6,60,330,2964,1220
601221,"Calamus bajonado","Jolthead porgy",17,33,6,60,330,2964,1221
601222,"Calamus calamus","Saucereye porgy",17,33,6,60,330,2964,1222
601225,"Calamus leucosteus","Whitebone porgy",18,33,6,60,330,2964,1225
601226,"Calamus nodosus","Knobbed porgy",17,33,6,60,330,2964,1226
601227,"Calamus penna","Sheepshead porgy",17,33,6,60,330,2964,1227
601229,"Calamus proridens","Littlehead porgy",17,33,6,60,330,2964,1229
601231,"Diplodus holbrookii","Spottail seabream",18,33,6,60,330,6472,1231
601234,"Stenotomus caprinus","Longspine porgy",18,33,6,60,330,3555,1234
601235,"Sphyraena barracuda","Great barracuda",3,39,6,60,360,997,1235
601236,"Sphyraena guachancho","Guachanche barracuda",3,39,6,60,360,997,1236
601237,"Sphyraena picudilla","Southern sennet",17,39,6,60,360,997,1237
